post_id,user_id,platform,content_type,post_datetime,likes,comments_count,shares,views,hashtag_count,has_paid_promotion,post_duration_sec,caption_length,location_tagged,engagement_rate,hour,day
POST004930,USR03969,Facebook,Blog,2022-03-22 06:00:00,189.0,24.0,8.0,2855.0,3.0,False,,512,False,0.07740805604203152,6,Tuesday
POST004931,USR01420,TikTok,Photo,2022-05-21 16:00:00,8.0,0.0,0.0,280.0,30.0,False,,1446,False,0.02857142857142857,16,Saturday
POST004932,USR03835,Pinterest,Photo,2022-08-25 09:00:00,1473.0,76.0,101.0,29089.0,3.0,False,,400,False,0.056722472412252055,9,Thursday
POST004933,USR00008,LinkedIn,Photo,2023-07-21 06:00:00,79.0,7.0,4.0,1988.0,23.0,False,,189,False,0.04527162977867203,6,Friday
POST004934,USR02931,Snapchat,Blog,2022-05-06 11:00:00,43.0,5.0,3.0,608.0,12.0,False,,244,True,0.08388157894736842,11,Friday
POST004935,USR02207,Twitter/X,Blog,2022-05-26 01:00:00,7.0,1.0,0.0,115.0,29.0,False,,1693,False,0.06956521739130435,1,Thursday
POST004936,USR00773,Twitter/X,Text,2022-08-29 22:00:00,76.0,5.0,4.0,1608.0,23.0,False,,1502,,0.05286069651741294,22,Monday
POST004937,USR04780,LinkedIn,Photo,2023-03-27 20:00:00,187.0,22.0,2.0,5043.0,20.0,False,,1845,False,0.041840174499305965,20,Monday
POST004938,USR00819,Instagram,Video,2023-04-10 03:00:00,1.0,0.0,0.0,20.0,2.0,False,3073.0,1896,False,0.05,3,Monday
POST004939,USR01007,TikTok,Meme,2022-01-22 15:00:00,42.0,6.0,3.0,1608.0,24.0,False,,630,False,0.03171641791044776,15,Saturday
POST004940,USR02573,Facebook,Text,2022-02-04 08:00:00,43.0,6.0,2.0,1179.0,24.0,False,,1356,True,0.043256997455470736,8,Friday
POST004941,USR00544,Facebook,Reel/Short,2022-10-12 18:00:00,135.0,6.0,1.0,5846.0,10.0,True,258.0,72,False,0.024290112897707834,18,Wednesday
POST004942,USR01992,TikTok,Video,2023-01-29 09:00:00,2.0,0.0,0.0,21.0,12.0,False,1445.0,2080,False,0.09523809523809523,9,Sunday
POST004943,USR02097,LinkedIn,Story,2022-03-28 01:00:00,270.0,13.0,11.0,5667.0,24.0,False,,1264,True,0.05187930121757544,1,Monday
POST004944,USR04092,Facebook,Story,2022-10-13 19:00:00,238.0,20.0,16.0,11453.0,2.0,False,,226,False,0.023923862743386013,19,Thursday
POST004945,USR00779,Snapchat,Video,2023-01-29 15:00:00,257.0,5.0,12.0,3320.0,30.0,False,357.0,844,False,0.0825301204819277,15,Sunday
POST004946,USR02116,YouTube,Blog,2022-01-20 12:00:00,15.0,1.0,1.0,164.0,24.0,False,,1241,True,0.10365853658536585,12,Thursday
POST004947,USR00168,LinkedIn,Blog,2023-01-29 14:00:00,515.0,72.0,15.0,17798.0,9.0,False,,1312,True,0.03382402517136757,14,Sunday
POST004948,USR02978,Facebook,Video,2022-02-15 07:00:00,11.0,1.0,1.0,415.0,14.0,False,1041.0,807,False,0.03132530120481928,7,Tuesday
POST004949,USR03832,Snapchat,Reel/Short,2022-07-30 12:00:00,1.0,0.0,0.0,11.0,15.0,True,3414.0,1862,True,0.09090909090909091,12,Saturday
POST004950,USR01899,Twitter/X,Reel/Short,2022-07-08 21:00:00,102.0,7.0,4.0,1553.0,3.0,False,3498.0,1196,False,0.07276239536381197,21,Friday
POST004951,USR02152,Facebook,Video,2023-03-18 17:00:00,48.0,5.0,3.0,1136.0,7.0,False,1197.0,2088,False,0.04929577464788732,17,Saturday
POST004952,USR00726,YouTube,Video,2022-02-23 21:00:00,626.0,88.0,28.0,25748.0,4.0,False,3137.0,1554,True,0.028817772254155664,21,Wednesday
POST004953,USR03230,Facebook,Video,2022-11-09 01:00:00,7.0,1.0,0.0,160.0,14.0,False,3130.0,99,False,0.05,1,Wednesday
POST004954,USR03859,Snapchat,Reel/Short,2023-07-09 11:00:00,27.0,4.0,2.0,858.0,17.0,False,1929.0,339,True,0.038461538461538464,11,Sunday
POST004955,USR02149,Twitter/X,Video,2022-01-27 19:00:00,23.0,3.0,1.0,666.0,27.0,False,2565.0,1654,False,0.04054054054054054,19,Thursday
POST004956,USR02726,LinkedIn,Story,2022-12-11 08:00:00,272.0,10.0,18.0,11383.0,24.0,True,,809,True,0.02635509092506369,8,Sunday
POST004957,USR00542,YouTube,Meme,2023-08-29 06:00:00,6.0,0.0,0.0,288.0,28.0,False,,1235,False,0.020833333333333332,6,Tuesday
POST004958,USR01433,Pinterest,Story,2022-01-29 10:00:00,697.0,89.0,32.0,22410.0,18.0,False,,93,,0.03650156180276662,10,Saturday
POST004959,USR02661,Twitter/X,Text,2023-09-29 13:00:00,13.0,2.0,1.0,541.0,2.0,False,,2149,False,0.029574861367837338,13,Friday
POST004960,USR01548,Instagram,Photo,2023-03-14 23:00:00,23.0,2.0,2.0,415.0,8.0,False,,954,False,0.06506024096385542,23,Tuesday
POST004961,USR04361,Twitter/X,Blog,2022-02-28 03:00:00,59.0,1.0,1.0,1104.0,4.0,False,,628,True,0.0552536231884058,3,Monday
POST004962,USR01405,YouTube,Text,2023-07-21 12:00:00,7.0,0.0,0.0,272.0,10.0,False,,1109,False,0.025735294117647058,12,Friday
POST004963,USR02981,TikTok,Video,2023-11-26 09:00:00,119.0,3.0,1.0,5911.0,7.0,False,2777.0,1615,True,0.020808661816951447,9,Sunday
POST004964,USR00273,Pinterest,Story,2023-07-02 14:00:00,92.0,3.0,1.0,1344.0,18.0,False,,1527,False,0.07142857142857142,14,Sunday
POST004965,USR00369,Instagram,Meme,2023-03-11 18:00:00,16.0,0.0,0.0,158.0,12.0,False,,920,False,0.10126582278481013,18,Saturday
POST004966,USR00377,YouTube,Video,2023-08-05 16:00:00,97.0,3.0,3.0,1229.0,18.0,False,3026.0,1491,False,0.0838079739625712,16,Saturday
POST004967,USR01084,LinkedIn,Story,2022-09-24 05:00:00,102.0,11.0,5.0,3695.0,27.0,False,,872,False,0.031935047361299054,5,Saturday
POST004968,USR00772,Twitter/X,Meme,2023-01-26 14:00:00,171.0,3.0,8.0,8026.0,30.0,False,,1330,False,0.02267630201844007,14,Thursday
POST004969,USR04521,YouTube,Story,2022-09-01 04:00:00,494.0,65.0,4.0,9898.0,17.0,False,,1027,False,0.05688017781369974,4,Thursday
POST004970,USR02008,Snapchat,Blog,2022-01-16 08:00:00,126.0,16.0,1.0,1816.0,30.0,False,,590,,0.07874449339207049,8,Sunday
POST004971,USR03971,YouTube,Text,2023-11-30 08:00:00,144.0,14.0,10.0,1811.0,7.0,False,,876,False,0.09276642738818332,8,Thursday
POST004972,USR01524,Pinterest,Video,2022-03-29 07:00:00,6.0,1.0,0.0,65.0,0.0,False,351.0,1218,True,0.1076923076923077,7,Tuesday
POST004973,USR01279,Pinterest,Meme,2023-07-10 09:00:00,3.0,0.0,0.0,95.0,3.0,True,,561,True,0.031578947368421054,9,Monday
POST004974,USR01853,TikTok,Story,2022-12-12 18:00:00,18.0,1.0,1.0,271.0,30.0,False,,153,False,0.07380073800738007,18,Monday
POST004975,USR01373,Instagram,Story,2023-02-09 01:00:00,105.0,8.0,7.0,5117.0,22.0,False,,1160,False,0.02345124096150088,1,Thursday
POST004976,USR00738,Facebook,Blog,2023-09-23 08:00:00,125.0,4.0,10.0,5529.0,26.0,False,,596,False,0.02514017001266052,8,Saturday
POST004977,USR03440,Pinterest,Text,2023-01-06 08:00:00,0.0,0.0,0.0,11.0,6.0,False,,1208,False,0.0,8,Friday
POST004978,USR03575,YouTube,Live,2023-11-07 08:00:00,71.0,9.0,5.0,2680.0,15.0,False,1041.0,160,True,0.03171641791044776,8,Tuesday
POST004979,USR01301,Snapchat,Video,2023-10-31 19:00:00,519.0,67.0,12.0,17815.0,14.0,False,1473.0,947,False,0.03356721863598092,19,Tuesday
POST004980,USR04121,LinkedIn,Photo,2022-01-13 03:00:00,5010.0,261.0,320.0,247818.0,30.0,False,,212,,0.02256091163676569,3,Thursday
POST004981,USR02517,TikTok,Live,2022-11-11 18:00:00,975.0,30.0,34.0,10182.0,18.0,False,1597.0,1342,False,0.10204282066391672,18,Friday
POST004982,USR01620,Snapchat,Blog,2023-11-08 10:00:00,19.0,2.0,1.0,867.0,5.0,True,,872,True,0.025374855824682813,10,Wednesday
POST004983,USR03608,YouTube,Reel/Short,2022-09-28 05:00:00,17.0,1.0,1.0,601.0,15.0,False,260.0,406,True,0.03161397670549085,5,Wednesday
POST004984,USR03781,LinkedIn,Photo,2023-03-31 14:00:00,146.0,15.0,9.0,4375.0,26.0,False,,409,True,0.038857142857142854,14,Friday
POST004985,USR02473,LinkedIn,Video,2022-01-18 14:00:00,275.0,6.0,21.0,6647.0,29.0,False,2548.0,1110,False,0.045434030389649466,14,Tuesday
POST004986,USR04674,Instagram,Reel/Short,2022-01-10 14:00:00,516.0,41.0,39.0,25608.0,16.0,True,1803.0,237,True,0.023273976882224306,14,Monday
POST004987,USR04744,TikTok,Live,2022-02-07 11:00:00,180.0,9.0,4.0,7575.0,27.0,False,1815.0,183,True,0.02547854785478548,11,Monday
POST004988,USR00550,Instagram,Text,2023-05-07 20:00:00,5.0,0.0,0.0,27.0,6.0,False,,1532,True,0.18518518518518517,20,Sunday
POST004989,USR03220,Instagram,Live,2023-07-24 06:00:00,3.0,0.0,0.0,23.0,9.0,False,1493.0,834,True,0.13043478260869565,6,Monday
POST004990,USR01531,Twitter/X,Story,2023-02-23 01:00:00,1010.0,74.0,42.0,39560.0,27.0,False,,1707,False,0.02846309403437816,1,Thursday
POST004991,USR04655,Snapchat,Live,2023-08-17 02:00:00,39.0,6.0,0.0,1144.0,19.0,False,3289.0,1792,True,0.039335664335664336,2,Thursday
POST004992,USR02127,Pinterest,Story,2022-10-11 19:00:00,8.0,1.0,0.0,240.0,4.0,False,,623,False,0.0375,19,Tuesday
POST004993,USR04636,Twitter/X,Meme,2023-07-19 10:00:00,6.0,0.0,0.0,112.0,4.0,False,,79,False,0.05357142857142857,10,Wednesday
POST004994,USR04575,Pinterest,Story,2022-03-07 14:00:00,18.0,2.0,1.0,860.0,26.0,False,,643,False,0.02441860465116279,14,Monday
POST004995,USR04028,Twitter/X,Live,2022-07-04 08:00:00,1323.0,25.0,60.0,19981.0,8.0,False,2580.0,2100,False,0.0704669435964166,8,Monday
POST004996,USR02326,Snapchat,Meme,2022-10-10 08:00:00,34.0,5.0,0.0,1195.0,26.0,False,,171,False,0.032635983263598324,8,Monday
POST004997,USR01768,TikTok,Live,2023-05-22 04:00:00,232.0,26.0,8.0,1814.0,26.0,False,851.0,1916,True,0.1466372657111356,4,Monday
POST004998,USR00113,Snapchat,Video,2022-08-21 20:00:00,110.0,1.0,5.0,1928.0,28.0,False,2742.0,1076,False,0.06016597510373444,20,Sunday
POST004999,USR02840,Facebook,Photo,2022-06-28 04:00:00,49.0,4.0,4.0,2240.0,3.0,False,,1299,True,0.02544642857142857,4,Tuesday
POST005000,USR04157,TikTok,Story,2023-09-25 20:00:00,1.0,0.0,0.0,26.0,0.0,False,,287,,0.038461538461538464,20,Monday
POST005001,USR04610,Twitter/X,Video,2022-02-20 07:00:00,291.0,35.0,4.0,9813.0,21.0,False,2139.0,709,False,0.03362885967594008,7,Sunday
POST005002,USR03437,Instagram,Photo,2022-04-28 20:00:00,12.0,1.0,1.0,250.0,10.0,False,,466,False,0.056,20,Thursday
POST005003,USR03532,Instagram,Blog,2022-02-09 05:00:00,2.0,0.0,0.0,65.0,14.0,False,,705,True,0.03076923076923077,5,Wednesday
POST005004,USR03076,Twitter/X,Photo,2023-12-02 16:00:00,1.0,0.0,0.0,9.0,30.0,False,,1227,False,0.1111111111111111,16,Saturday
POST005005,USR02792,TikTok,Live,2023-03-27 18:00:00,177.0,18.0,13.0,2962.0,14.0,False,169.0,2180,False,0.07022282241728561,18,Monday
POST005006,USR00058,YouTube,Live,2022-11-21 01:00:00,274.0,37.0,13.0,12620.0,3.0,False,3129.0,390,False,0.02567353407290016,1,Monday
POST005007,USR04735,Facebook,Reel/Short,2023-07-21 22:00:00,1.0,0.0,0.0,7.0,19.0,False,821.0,2090,False,0.14285714285714285,22,Friday
POST005008,USR01757,TikTok,Live,2022-08-22 01:00:00,19.0,2.0,2.0,253.0,17.0,False,2322.0,995,False,0.09090909090909091,1,Monday
POST005009,USR00359,Pinterest,Video,2022-09-23 08:00:00,113.0,11.0,6.0,3063.0,24.0,False,960.0,2055,False,0.042442050277505715,8,Friday
POST005010,USR00764,Snapchat,Reel/Short,2022-01-17 21:00:00,74.0,11.0,5.0,3065.0,14.0,False,1531.0,342,False,0.02936378466557912,21,Monday
POST005011,USR00529,Facebook,Video,2022-12-28 17:00:00,20.0,2.0,1.0,278.0,4.0,False,1409.0,870,True,0.08273381294964029,17,Wednesday
POST005012,USR02447,Snapchat,Photo,2022-02-15 19:00:00,46.0,3.0,2.0,2030.0,17.0,,,1560,False,0.025123152709359605,19,Tuesday
POST005013,USR04763,Pinterest,Story,2022-08-29 11:00:00,363.0,10.0,25.0,3362.0,28.0,False,,264,True,0.11838191552647234,11,Monday
POST005014,USR01930,TikTok,Meme,2022-04-22 02:00:00,131.0,13.0,9.0,3712.0,23.0,False,,982,False,0.0412176724137931,2,Friday
POST005015,USR02277,Twitter/X,Blog,2023-06-04 14:00:00,199.0,29.0,10.0,3778.0,5.0,True,,1133,False,0.06299629433562731,14,Sunday
POST005016,USR02972,Twitter/X,Blog,2022-04-26 16:00:00,23.0,1.0,2.0,283.0,21.0,False,,1906,False,0.09187279151943463,16,Tuesday
POST005017,USR01922,Snapchat,Story,2022-03-21 07:00:00,4.0,0.0,0.0,74.0,27.0,False,,1689,False,0.05405405405405406,7,Monday
POST005018,USR03047,Facebook,Text,2022-07-28 10:00:00,89.0,11.0,2.0,3555.0,17.0,False,,813,False,0.02869198312236287,10,Thursday
POST005019,USR04387,Snapchat,Meme,2023-08-08 11:00:00,271.0,36.0,11.0,1769.0,17.0,False,,1982,False,0.17976257772752968,11,Tuesday
POST005020,USR03471,Facebook,Video,2023-11-29 13:00:00,14.0,2.0,1.0,694.0,4.0,False,1006.0,478,True,0.024495677233429394,13,Wednesday
POST005021,USR03259,LinkedIn,Story,2022-03-15 20:00:00,87.0,6.0,6.0,3254.0,6.0,False,,1139,True,0.030424093423478796,20,Tuesday
POST005022,USR02103,Instagram,Text,2023-03-13 09:00:00,54.0,1.0,1.0,1022.0,17.0,False,,1755,True,0.0547945205479452,9,Monday
POST005023,USR01744,TikTok,Text,2022-05-27 00:00:00,2.0,0.0,0.0,43.0,9.0,False,,620,True,0.046511627906976744,0,Friday
POST005024,USR01447,Pinterest,Blog,2022-12-01 19:00:00,40.0,3.0,1.0,925.0,27.0,False,,554,True,0.04756756756756757,19,Thursday
POST005025,USR01495,Twitter/X,Text,2023-01-04 10:00:00,77.0,5.0,1.0,467.0,9.0,False,,325,True,0.1777301927194861,10,Wednesday
POST005026,USR01480,Twitter/X,Live,2023-02-22 20:00:00,22.0,2.0,2.0,179.0,30.0,False,2276.0,1806,True,0.1452513966480447,20,Wednesday
POST005027,USR00440,LinkedIn,Video,2023-01-19 15:00:00,485.0,8.0,20.0,9586.0,4.0,True,558.0,1183,False,0.05351554350093887,15,Thursday
POST005028,USR04186,YouTube,Story,2022-10-29 19:00:00,5.0,1.0,0.0,72.0,0.0,False,,23,,0.08333333333333333,19,Saturday
POST005029,USR00168,Facebook,Video,2022-02-01 05:00:00,4034.0,212.0,159.0,159130.0,0.0,False,2088.0,1172,False,0.027681769622321373,5,Tuesday
POST005030,USR02451,YouTube,Live,2023-01-13 01:00:00,54.0,1.0,3.0,830.0,6.0,False,2223.0,931,False,0.06987951807228916,1,Friday
POST005031,USR02246,Instagram,Blog,2022-10-25 04:00:00,37.0,1.0,1.0,746.0,6.0,False,,1959,False,0.05227882037533512,4,Tuesday
POST005032,USR01588,Twitter/X,Blog,2023-08-29 00:00:00,341.0,32.0,12.0,16442.0,0.0,False,,2091,True,0.023415642865831407,0,Tuesday
POST005033,USR04828,YouTube,Blog,2022-04-19 19:00:00,3.0,0.0,0.0,118.0,11.0,False,,1939,False,0.025423728813559324,19,Tuesday
POST005034,USR02377,LinkedIn,Meme,2022-08-05 10:00:00,5187.0,165.0,348.0,218585.0,24.0,False,,1653,True,0.02607681222407759,10,Friday
POST005035,USR03735,YouTube,Meme,2023-06-08 22:00:00,14.0,1.0,1.0,590.0,19.0,False,,2035,False,0.02711864406779661,22,Thursday
POST005036,USR01320,Snapchat,Video,2023-06-05 18:00:00,322.0,10.0,19.0,10855.0,7.0,False,1459.0,596,False,0.032335329341317366,18,Monday
POST005037,USR01734,Pinterest,Live,2023-12-31 11:00:00,55.0,6.0,2.0,1587.0,21.0,False,956.0,1733,True,0.03969754253308128,11,Sunday
POST005038,USR03378,Snapchat,Text,2022-08-09 12:00:00,7.0,1.0,1.0,302.0,26.0,True,,1462,True,0.029801324503311258,12,Tuesday
POST005039,USR04160,LinkedIn,Blog,2023-08-20 01:00:00,419.0,55.0,31.0,8643.0,7.0,False,,148,True,0.058428786301052874,1,Sunday
POST005040,USR03483,YouTube,Text,2023-11-04 23:00:00,157.0,16.0,7.0,4699.0,11.0,False,,219,True,0.038306022557991065,23,Saturday
POST005041,USR01117,LinkedIn,Live,2022-06-03 12:00:00,24365.0,472.0,136.0,1075737.0,24.0,False,1724.0,818,True,0.02321478205174685,12,Friday
POST005042,USR00841,Twitter/X,Photo,2023-10-27 02:00:00,118.0,15.0,8.0,1155.0,7.0,False,,1024,False,0.12207792207792208,2,Friday
POST005043,USR01836,Facebook,Text,2022-03-21 07:00:00,15.0,2.0,1.0,97.0,22.0,False,,315,False,0.18556701030927836,7,Monday
POST005044,USR01458,TikTok,Blog,2023-08-02 16:00:00,1.0,0.0,0.0,61.0,5.0,False,,515,False,0.01639344262295082,16,Wednesday
POST005045,USR03675,Instagram,Live,2023-08-12 20:00:00,12.0,2.0,0.0,459.0,19.0,False,175.0,638,False,0.030501089324618737,20,Saturday
POST005046,USR01383,YouTube,Photo,2023-07-16 23:00:00,91.0,12.0,4.0,2811.0,3.0,False,,313,False,0.03806474564212024,23,Sunday
POST005047,USR02507,YouTube,Meme,2023-03-05 17:00:00,26.0,2.0,1.0,291.0,27.0,False,,586,True,0.09965635738831616,17,Sunday
POST005048,USR02102,YouTube,Blog,2022-05-05 16:00:00,251.0,23.0,11.0,12502.0,22.0,False,,703,True,0.022796352583586626,16,Thursday
POST005049,USR04394,TikTok,Photo,2022-02-22 19:00:00,113.0,12.0,3.0,2176.0,25.0,False,,1203,True,0.058823529411764705,19,Tuesday
POST005050,USR04795,Instagram,Story,2023-04-29 21:00:00,5.0,1.0,0.0,35.0,6.0,False,,1341,False,0.17142857142857143,21,Saturday
POST005051,USR02759,Twitter/X,Meme,2023-06-22 16:00:00,24.0,1.0,0.0,589.0,24.0,False,,328,False,0.042444821731748725,16,Thursday
POST005052,USR00335,Pinterest,Meme,2023-03-28 10:00:00,10.0,1.0,0.0,77.0,19.0,True,,358,False,0.14285714285714285,10,Tuesday
POST005053,USR00358,YouTube,Story,2022-10-03 06:00:00,109.0,12.0,7.0,3021.0,17.0,False,,1134,False,0.042370076133730554,6,Monday
POST005054,USR04344,Facebook,Text,2023-08-13 09:00:00,129.0,8.0,8.0,3059.0,14.0,False,,1906,True,0.047401111474338016,9,Sunday
POST005055,USR03840,Snapchat,Photo,2022-09-07 10:00:00,16.0,1.0,1.0,611.0,5.0,True,,1460,False,0.029459901800327332,10,Wednesday
POST005056,USR03986,YouTube,Video,2022-09-06 11:00:00,2.0,0.0,0.0,55.0,25.0,True,486.0,2039,False,0.03636363636363636,11,Tuesday
POST005057,USR04004,LinkedIn,Live,2022-08-25 14:00:00,15130.0,1012.0,109.0,544195.0,14.0,False,2422.0,1520,False,0.029862457391192497,14,Thursday
POST005058,USR00900,Pinterest,Story,2022-11-19 23:00:00,104.0,9.0,4.0,1905.0,23.0,True,,444,False,0.06141732283464567,23,Saturday
POST005059,USR00333,YouTube,Text,2022-04-29 22:00:00,104.0,2.0,3.0,1295.0,15.0,False,,967,False,0.08416988416988418,22,Friday
POST005060,USR00807,Snapchat,Video,2022-09-04 14:00:00,1.0,0.0,0.0,45.0,24.0,True,2229.0,1891,False,0.022222222222222223,14,Sunday
POST005061,USR02142,Snapchat,Text,2023-02-24 11:00:00,232.0,12.0,11.0,9506.0,30.0,False,,1416,False,0.026825163054912688,11,Friday
POST005062,USR00019,YouTube,Meme,2022-03-23 11:00:00,458.0,39.0,15.0,10697.0,16.0,False,,1787,False,0.04786388707114144,11,Wednesday
POST005063,USR02113,Facebook,Text,2023-07-28 16:00:00,107.0,5.0,6.0,614.0,24.0,True,,1677,True,0.19218241042345277,16,Friday
POST005064,USR02856,YouTube,Blog,2022-03-20 11:00:00,71.0,10.0,2.0,1498.0,29.0,False,,1362,,0.05540720961281709,11,Sunday
POST005065,USR04448,TikTok,Blog,2023-11-01 15:00:00,72.0,11.0,1.0,540.0,0.0,False,,851,False,0.15555555555555556,15,Wednesday
POST005066,USR01228,Twitter/X,Video,2023-09-12 07:00:00,9.0,1.0,0.0,368.0,17.0,False,2414.0,1633,,0.02717391304347826,7,Tuesday
POST005067,USR04820,Pinterest,Blog,2023-04-05 13:00:00,14.0,1.0,1.0,99.0,26.0,False,,388,False,0.16161616161616163,13,Wednesday
POST005068,USR02805,Facebook,Reel/Short,2022-08-24 18:00:00,34.0,3.0,2.0,374.0,8.0,False,1039.0,147,False,0.10427807486631016,18,Wednesday
POST005069,USR04209,YouTube,Blog,2022-05-09 17:00:00,492.0,62.0,28.0,13408.0,27.0,,,1232,False,0.04340692124105012,17,Monday
POST005070,USR04638,Twitter/X,Blog,2022-09-08 13:00:00,93.0,3.0,1.0,2071.0,5.0,False,,310,True,0.046837276677933366,13,Thursday
POST005071,USR02033,LinkedIn,Live,2023-11-22 18:00:00,12.0,1.0,1.0,520.0,20.0,False,1573.0,501,False,0.026923076923076925,18,Wednesday
POST005072,USR03831,Twitter/X,Text,2023-11-13 04:00:00,15.0,1.0,1.0,632.0,10.0,False,,1930,True,0.02689873417721519,4,Monday
POST005073,USR03564,Pinterest,Reel/Short,2023-09-13 08:00:00,1.0,0.0,0.0,12.0,5.0,False,2006.0,138,False,0.08333333333333333,8,Wednesday
POST005074,USR01436,Pinterest,Reel/Short,2022-10-21 10:00:00,134.0,16.0,4.0,5672.0,18.0,False,644.0,1580,True,0.027150916784203102,10,Friday
POST005075,USR03308,TikTok,Photo,2022-11-18 03:00:00,36.0,4.0,3.0,341.0,8.0,False,,619,,0.12609970674486803,3,Friday
POST005076,USR01713,Snapchat,Photo,2022-03-25 13:00:00,79.0,2.0,4.0,2354.0,27.0,False,,2185,False,0.03610875106202209,13,Friday
POST005077,USR00605,LinkedIn,Photo,2023-03-08 16:00:00,23437.0,902.0,460.0,384608.0,25.0,False,,940,True,0.0644786379898494,16,Wednesday
POST005078,USR03241,Instagram,Live,2022-06-01 18:00:00,22.0,1.0,1.0,1114.0,1.0,False,3033.0,938,False,0.02154398563734291,18,Wednesday
POST005079,USR02157,Facebook,Story,2023-05-22 20:00:00,84.0,3.0,1.0,3491.0,2.0,False,,1972,True,0.025207676883414496,20,Monday
POST005080,USR04401,LinkedIn,Blog,2022-07-22 05:00:00,15.0,0.0,0.0,225.0,7.0,False,,1556,True,0.06666666666666667,5,Friday
POST005081,USR00157,Facebook,Reel/Short,2023-04-10 00:00:00,39.0,5.0,1.0,702.0,24.0,True,512.0,1569,True,0.0641025641025641,0,Monday
POST005082,USR01665,Pinterest,Meme,2022-06-20 03:00:00,8.0,1.0,0.0,283.0,16.0,False,,1552,True,0.03180212014134275,3,Monday
POST005083,USR02331,Facebook,Reel/Short,2023-03-05 08:00:00,6.0,1.0,0.0,272.0,27.0,True,2279.0,917,True,0.025735294117647058,8,Sunday
POST005084,USR03112,Twitter/X,Blog,2023-07-22 22:00:00,1.0,0.0,0.0,45.0,12.0,False,,2029,,0.022222222222222223,22,Saturday
POST005085,USR01736,TikTok,Story,2023-04-27 23:00:00,6.0,1.0,0.0,207.0,4.0,False,,115,True,0.033816425120772944,23,Thursday
POST005086,USR02182,Facebook,Text,2022-04-14 04:00:00,87.0,8.0,7.0,1056.0,3.0,True,,2036,True,0.09659090909090909,4,Thursday
POST005087,USR04751,Twitter/X,Story,2022-02-04 13:00:00,29.0,3.0,0.0,1397.0,24.0,False,,334,False,0.02290622763063708,13,Friday
POST005088,USR02358,Pinterest,Text,2022-01-25 22:00:00,35.0,5.0,2.0,1480.0,20.0,False,,1615,True,0.02837837837837838,22,Tuesday
POST005089,USR03485,YouTube,Story,2022-06-20 02:00:00,22.0,2.0,0.0,423.0,14.0,False,,636,True,0.05673758865248227,2,Monday
POST005090,USR03929,TikTok,Text,2022-05-16 16:00:00,74.0,1.0,0.0,630.0,26.0,False,,1334,False,0.11904761904761904,16,Monday
POST005091,USR03302,Instagram,Blog,2023-06-27 12:00:00,66.0,4.0,4.0,946.0,20.0,False,,749,True,0.07822410147991543,12,Tuesday
POST005092,USR01115,TikTok,Reel/Short,2023-03-09 11:00:00,58.0,6.0,2.0,2100.0,20.0,False,3508.0,639,True,0.03142857142857143,11,Thursday
POST005093,USR04183,Snapchat,Blog,2022-05-11 12:00:00,28.0,3.0,0.0,819.0,27.0,False,,1197,True,0.03785103785103785,12,Wednesday
POST005094,USR03840,Instagram,Live,2023-12-15 17:00:00,235.0,35.0,14.0,2286.0,3.0,False,1599.0,1976,False,0.1242344706911636,17,Friday
POST005095,USR04666,YouTube,Live,2022-09-05 22:00:00,1.0,0.0,0.0,26.0,25.0,False,1892.0,1244,False,0.038461538461538464,22,Monday
POST005096,USR04807,Instagram,Live,2022-10-28 03:00:00,12.0,0.0,0.0,390.0,12.0,,2602.0,1356,True,0.03076923076923077,3,Friday
POST005097,USR02445,LinkedIn,Meme,2022-12-11 10:00:00,11.0,2.0,0.0,352.0,3.0,False,,737,True,0.036931818181818184,10,Sunday
POST005098,USR03332,YouTube,Text,2023-08-29 19:00:00,199.0,3.0,1.0,7668.0,9.0,True,,1596,False,0.026473656755346898,19,Tuesday
POST005099,USR00178,Instagram,Reel/Short,2023-09-24 03:00:00,19.0,2.0,0.0,466.0,3.0,False,1186.0,1760,False,0.045064377682403435,3,Sunday
POST005100,USR04479,LinkedIn,Video,2022-02-16 02:00:00,8.0,0.0,1.0,264.0,4.0,False,1943.0,499,True,0.03409090909090909,2,Wednesday
POST005101,USR00708,Twitter/X,Story,2022-12-30 14:00:00,77.0,3.0,2.0,1945.0,0.0,True,,326,True,0.042159383033419026,14,Friday
POST005102,USR03587,YouTube,Blog,2023-02-23 20:00:00,270.0,24.0,14.0,9854.0,28.0,False,,1664,True,0.03125634260198904,20,Thursday
POST005103,USR03120,LinkedIn,Blog,2023-04-06 23:00:00,240.0,3.0,1.0,11540.0,3.0,False,,1509,False,0.021143847487001734,23,Thursday
POST005104,USR04245,LinkedIn,Text,2023-03-23 09:00:00,350.0,17.0,7.0,6063.0,2.0,False,,709,False,0.06168563417450107,9,Thursday
POST005105,USR00018,Instagram,Video,2023-05-04 22:00:00,69.0,3.0,4.0,2787.0,11.0,False,1659.0,1623,True,0.02726946537495515,22,Thursday
POST005106,USR02529,Pinterest,Reel/Short,2022-05-18 23:00:00,96.0,6.0,6.0,3785.0,13.0,True,433.0,1678,False,0.028533685601056805,23,Wednesday
POST005107,USR03315,Twitter/X,Story,2022-07-07 23:00:00,33.0,1.0,1.0,897.0,14.0,True,,390,True,0.03901895206243032,23,Thursday
POST005108,USR03690,Snapchat,Video,2023-08-27 16:00:00,28.0,2.0,2.0,803.0,999.0,False,695.0,1918,True,0.039850560398505604,16,Sunday
