comment_id,post_id,user_id,comment_datetime,sentiment_score,is_toxic,is_reply,likes_on_comment,contains_emoji,comment_length_chars,language
CMT0008626,POST019504,USR01405,2022-08-17 23:00:00,-0.82,False,True,11,True,38,English
CMT0008627,POST022599,USR01612,2022-03-24 00:00:00,0.276,True,True,13,True,976,English
CMT0008628,POST015933,USR00439,2023-12-24 19:00:00,-0.491,True,False,1,True,86,English
CMT0008629,POST023184,USR01028,2022-02-20 20:00:00,0.482,False,False,49,True,827,Spanish
CMT0008630,POST001813,USR04586,2023-02-09 18:00:00,0.424,False,True,0,True,211,German
CMT0008631,POST014572,USR04463,2022-06-01 18:00:00,1.0,False,True,3,False,281,French
CMT0008632,POST006821,USR00350,2022-11-18 03:00:00,-1.0,True,False,88,True,826,English
CMT0008633,POST027040,USR03639,2022-05-24 20:00:00,0.703,False,False,25,False,245,English
CMT0008634,POST023877,USR04578,2022-10-04 21:00:00,0.803,False,True,91,True,215,English
CMT0008635,POST009816,USR03495,2023-10-27 19:00:00,-0.725,True,True,6,False,626,Hindi
CMT0008636,POST021194,USR00860,2022-01-14 18:00:00,0.299,False,True,237,False,99,English
CMT0008637,POST004101,USR02733,2022-07-02 20:00:00,0.699,False,False,3,True,425,English
CMT0008638,POST003350,USR04132,2023-11-26 02:00:00,0.431,False,True,37,False,763,Portuguese
CMT0008639,POST017610,USR01670,2023-06-20 19:00:00,-0.537,False,False,14,True,797,Spanish
CMT0008640,POST029568,USR00742,2022-02-13 01:00:00,-0.281,False,True,6,True,259,English
CMT0008641,POST000532,USR02332,2023-11-14 00:00:00,0.151,False,True,1,False,470,English
CMT0008642,POST023832,USR04419,2023-08-20 02:00:00,-0.308,False,False,4,True,116,Portuguese
CMT0008643,POST024809,USR04287,2022-09-08 04:00:00,0.155,False,False,10,True,227,Portuguese
CMT0008644,POST016725,USR03454,2023-01-17 06:00:00,-0.179,True,False,41,True,63,English
CMT0008645,POST020104,USR02684,2022-03-17 03:00:00,-1.0,True,True,8,True,954,Portuguese
CMT0008646,POST022268,USR04365,2022-06-02 18:00:00,0.137,False,False,0,True,730,Spanish
CMT0008647,POST028928,USR01029,2022-02-20 22:00:00,0.725,False,True,0,False,405,Spanish
CMT0008648,POST006693,USR04071,2022-09-19 14:00:00,-0.427,True,True,2,True,360,English
CMT0008649,POST003561,USR04116,2023-12-07 05:00:00,0.232,False,False,34,False,854,Hindi
CMT0008650,POST013023,USR03306,2023-04-21 23:00:00,0.593,True,True,2,False,266,English
CMT0008651,POST019828,USR02904,2022-01-14 00:00:00,0.741,False,False,8,False,848,English
CMT0008652,POST016551,USR03121,2022-09-02 22:00:00,-1.0,True,True,3,True,639,English
CMT0008653,POST004417,USR04341,2023-11-01 03:00:00,-0.919,True,False,22,True,185,English
CMT0008654,POST028962,USR03264,2023-06-04 11:00:00,-1.0,True,True,133,False,218,Arabic
CMT0008655,POST028752,USR00554,2022-03-17 06:00:00,-0.294,False,True,3,True,45,Japanese
CMT0008656,POST028017,USR02122,2022-06-25 11:00:00,0.321,False,False,37,False,233,English
CMT0008657,POST025643,USR02555,2023-11-16 00:00:00,-0.333,False,False,16,True,922,English
CMT0008658,POST006536,USR01710,2023-01-07 07:00:00,1.0,True,False,28,False,685,English
CMT0008659,POST023614,USR01791,2022-02-01 07:00:00,0.863,False,False,4,False,642,English
CMT0008660,POST016332,USR00446,2022-09-22 12:00:00,1.0,False,True,30,True,542,English
CMT0008661,POST018890,USR03242,2022-12-11 16:00:00,-0.413,False,False,68,False,816,English
CMT0008662,POST025310,USR03347,2022-11-25 11:00:00,0.138,False,True,1,True,472,English
CMT0008663,POST019412,USR04505,2023-01-06 23:00:00,-0.82,True,True,2,True,878,English
CMT0008664,POST024338,USR00072,2022-01-25 05:00:00,-0.173,False,True,5,True,31,English
CMT0008665,POST012181,USR02382,2022-10-17 07:00:00,0.473,False,False,8,False,605,French
CMT0008666,POST008009,USR01119,2023-03-22 01:00:00,-1.0,True,False,0,True,657,English
CMT0008667,POST023420,USR01168,2022-11-12 03:00:00,-1.0,False,False,1,True,360,English
CMT0008668,POST009877,USR00691,2022-04-15 01:00:00,0.498,False,True,20,True,815,English
CMT0008669,POST004384,USR00108,2022-09-08 14:00:00,1.0,False,True,4,True,605,Spanish
CMT0008670,POST022279,USR04007,2023-11-17 08:00:00,-0.929,True,False,10,False,915,French
CMT0008671,POST020808,USR04221,2022-02-12 17:00:00,0.353,False,False,123,False,612,English
CMT0008672,POST000957,USR02324,2023-03-15 01:00:00,-0.151,False,False,0,True,939,English
CMT0008673,POST010796,USR01418,2022-02-19 09:00:00,0.217,True,False,109,True,87,Spanish
CMT0008674,POST013461,USR01313,2023-10-14 10:00:00,0.011,False,True,18,True,184,Hindi
CMT0008675,POST013310,USR01292,2022-05-07 04:00:00,0.093,False,False,17,True,53,German
CMT0008676,POST016467,USR02796,2023-02-01 22:00:00,0.456,True,False,413,True,510,Portuguese
CMT0008677,POST000754,USR03213,2023-03-09 08:00:00,-0.78,False,False,8,False,428,English
CMT0008678,POST014957,USR04980,2023-09-02 15:00:00,0.76,False,False,10,True,685,Spanish
CMT0008679,POST007347,USR02674,2023-07-23 22:00:00,0.336,False,False,74,False,521,Spanish
CMT0008680,POST029906,USR04594,2022-10-06 09:00:00,0.148,False,False,14,False,280,Spanish
CMT0008681,POST011745,USR00959,2023-11-24 07:00:00,-0.207,False,False,0,True,322,English
CMT0008682,POST026604,USR04248,2023-05-10 23:00:00,0.512,False,False,15,True,440,Spanish
CMT0008683,POST027092,USR00591,2023-01-29 03:00:00,0.605,False,True,22,False,153,English
CMT0008684,POST005632,USR04712,2022-02-06 18:00:00,0.466,False,False,3,False,574,English
CMT0008685,POST012977,USR01687,2022-06-02 11:00:00,0.99,False,False,0,True,586,Portuguese
CMT0008686,POST014761,USR00791,2023-08-05 08:00:00,0.426,False,True,5,True,247,English
CMT0008687,POST010394,USR01657,2022-10-20 11:00:00,0.161,False,False,13,False,901,English
CMT0008688,POST012731,USR02306,2022-06-10 17:00:00,0.357,False,True,4,True,561,English
CMT0008689,POST011553,USR01809,2023-03-30 18:00:00,0.241,False,True,4,False,316,Hindi
CMT0008690,POST028875,USR03493,2023-11-23 20:00:00,0.291,True,True,0,True,652,English
CMT0008691,POST005783,USR04983,2022-04-22 08:00:00,0.303,False,False,1,True,514,English
CMT0008692,POST020359,USR02069,2023-06-20 16:00:00,0.571,False,True,61,True,882,Japanese
CMT0008693,POST029532,USR04246,2022-03-16 21:00:00,1.0,False,False,0,True,620,Spanish
CMT0008694,POST027822,USR02605,2023-12-31 23:00:00,-0.644,False,False,2,True,345,Portuguese
CMT0008695,POST024801,USR00160,2022-08-02 09:00:00,-1.0,False,True,1,False,597,English
CMT0008696,POST022212,USR04293,2022-04-07 11:00:00,0.381,False,False,1,True,706,English
CMT0008697,POST023044,USR04445,2023-05-14 23:00:00,-0.514,False,True,16,False,923,English
CMT0008698,POST017666,USR04521,2023-08-31 03:00:00,1.0,False,False,15,False,268,English
CMT0008699,POST000246,USR03929,2023-09-20 04:00:00,0.165,False,True,19,True,446,English
CMT0008700,POST012263,USR03864,2023-08-28 02:00:00,0.059,False,False,219,True,38,English
CMT0008701,POST007958,USR02197,2022-06-29 13:00:00,0.268,False,False,1,False,581,English
CMT0008702,POST021302,USR00682,2023-07-24 08:00:00,-0.437,True,True,60,False,384,Arabic
CMT0008703,POST001257,USR00737,2023-05-17 22:00:00,0.238,False,True,1,False,702,Portuguese
CMT0008704,POST026179,USR00264,2022-04-23 12:00:00,-0.019,False,False,17,True,148,Spanish
CMT0008705,POST006375,USR04716,2023-10-09 15:00:00,-0.095,True,False,9,True,177,English
CMT0008706,POST013018,USR03434,2022-04-17 02:00:00,-0.547,False,False,14,False,356,Spanish
CMT0008707,POST003882,USR01705,2022-02-09 01:00:00,0.78,False,True,0,True,259,English
CMT0008708,POST000295,USR02276,2023-04-08 19:00:00,0.162,False,True,0,True,465,English
CMT0008709,POST026650,USR04783,2023-07-29 11:00:00,-0.046,True,True,16,True,118,English
CMT0008710,POST000542,USR03109,2022-03-20 18:00:00,-0.096,False,True,207,True,193,German
CMT0008711,POST029238,USR03119,2022-07-02 20:00:00,-0.449,True,True,2,True,192,Spanish
CMT0008712,POST008807,USR00378,2022-04-17 17:00:00,-0.432,True,False,0,False,615,English
CMT0008713,POST020543,USR01869,2022-03-02 08:00:00,0.39,False,False,19,True,982,Spanish
CMT0008714,POST014249,USR01339,2022-09-02 18:00:00,0.687,False,False,5,False,254,Hindi
CMT0008715,POST020735,USR03543,2023-08-29 13:00:00,0.823,True,False,45,False,637,Portuguese
CMT0008716,POST000663,USR04826,2023-08-20 05:00:00,-0.413,True,False,34,True,296,English
CMT0008717,POST027061,USR02662,2023-10-09 15:00:00,-1.0,True,True,1,True,244,English
CMT0008718,POST024028,USR03155,2022-05-02 14:00:00,0.625,False,True,20,True,331,Spanish
CMT0008719,POST010889,USR02493,2023-03-23 18:00:00,0.529,False,False,51,True,173,English
CMT0008720,POST003573,USR00857,2022-07-21 08:00:00,-1.0,False,False,1,True,526,English
CMT0008721,POST000072,USR03367,2022-08-11 03:00:00,-0.797,True,False,176,False,659,English
CMT0008722,POST000754,USR00973,2023-05-05 11:00:00,0.312,False,True,1,False,695,Portuguese
CMT0008723,POST003186,USR02078,2022-05-26 07:00:00,0.216,False,False,15,True,961,Portuguese
CMT0008724,POST029454,USR03026,2022-02-02 06:00:00,0.951,False,True,15,True,807,German
CMT0008725,POST018479,USR02952,2023-01-15 21:00:00,-0.551,True,True,1,False,684,English
CMT0008726,POST023545,USR01112,2022-06-07 13:00:00,-0.37,False,False,22,True,564,Portuguese
CMT0008727,POST020388,USR01369,2023-12-14 00:00:00,-0.146,False,False,15,True,178,German
CMT0008728,POST011193,USR04119,2022-07-10 08:00:00,-0.08,False,True,11,True,337,English
CMT0008729,POST000108,USR02911,2023-05-31 13:00:00,-0.32,False,False,22,True,520,English
CMT0008730,POST001524,USR01338,2023-09-13 12:00:00,0.312,False,True,4,False,95,Hindi
CMT0008731,POST020460,USR01866,2023-02-21 07:00:00,1.0,False,False,38,True,404,Portuguese
CMT0008732,POST026344,USR03682,2023-11-08 11:00:00,0.674,False,False,14,True,955,Spanish
CMT0008733,POST026102,USR02393,2023-05-24 06:00:00,-0.063,True,False,17,False,225,English
CMT0008734,POST018274,USR04734,2022-11-15 23:00:00,-1.0,True,False,8,False,276,Japanese
CMT0008735,POST024446,USR01976,2023-03-05 04:00:00,0.485,False,False,1,True,856,Hindi
CMT0008736,POST015380,USR04082,2022-08-28 05:00:00,-0.39,False,True,184,True,211,English
CMT0008737,POST005558,USR00522,2023-11-21 23:00:00,1.0,False,False,24,True,479,Hindi
CMT0008738,POST012953,USR01283,2022-03-30 12:00:00,0.944,True,False,3,True,126,English
CMT0008739,POST008896,USR04871,2023-06-26 05:00:00,-0.402,False,True,1,False,65,Spanish
CMT0008740,POST028572,USR00586,2022-10-23 03:00:00,-0.014,False,False,0,True,216,Portuguese
CMT0008741,POST013713,USR01242,2023-08-21 14:00:00,-0.725,True,False,28,True,232,English
CMT0008742,POST004699,USR00088,2022-12-04 07:00:00,0.42,False,True,2,True,730,English
CMT0008743,POST014736,USR03419,2022-08-06 04:00:00,0.649,False,False,6,True,790,Arabic
CMT0008744,POST003336,USR02328,2023-07-26 08:00:00,-0.869,True,False,6,True,590,English
CMT0008745,POST013687,USR03517,2022-02-03 18:00:00,-0.575,False,True,1,True,975,English
CMT0008746,POST029590,USR00324,2022-08-15 19:00:00,1.0,False,False,10,True,369,Spanish
CMT0008747,POST014929,USR00306,2022-09-21 04:00:00,-0.17,False,False,44,False,543,English
CMT0008748,POST011502,USR02959,2022-09-07 11:00:00,-0.053,False,False,1,False,938,Japanese
CMT0008749,POST026226,USR00005,2022-01-31 06:00:00,0.03,False,False,1,False,838,English
CMT0008750,POST004257,USR01453,2022-08-24 06:00:00,-0.348,True,True,6,True,464,Arabic
CMT0008751,POST027783,USR03839,2023-03-09 10:00:00,-0.0,False,True,0,False,316,English
CMT0008752,POST000311,USR00297,2023-02-22 08:00:00,-0.969,True,True,172,True,429,Portuguese
CMT0008753,POST011839,USR00268,2022-04-02 17:00:00,-0.166,False,False,9,True,765,Hindi
CMT0008754,POST018796,USR00493,2022-05-08 12:00:00,-0.247,False,True,0,True,758,English
CMT0008755,POST008017,USR00943,2022-06-07 06:00:00,0.319,False,False,13,False,110,English
CMT0008756,POST024993,USR03502,2022-01-06 19:00:00,-0.121,False,True,69,True,237,Portuguese
CMT0008757,POST023940,USR03313,2022-06-19 14:00:00,-0.993,True,False,5,False,993,Spanish
CMT0008758,POST027457,USR03938,2022-02-11 15:00:00,0.359,False,False,11,True,54,Hindi
CMT0008759,POST028642,USR03480,2023-06-08 20:00:00,-0.445,True,True,3,True,485,Japanese
CMT0008760,POST010923,USR00032,2023-11-24 20:00:00,0.887,False,False,22,False,738,Arabic
CMT0008761,POST027404,USR04066,2023-02-02 17:00:00,0.393,True,False,39,False,38,Spanish
CMT0008762,POST008612,USR02352,2023-09-03 02:00:00,-0.979,True,True,11,True,628,English
CMT0008763,POST002566,USR00237,2022-02-14 21:00:00,-0.558,False,True,1,False,823,English
CMT0008764,POST012099,USR03076,2022-01-11 17:00:00,0.412,False,False,28,True,908,English
CMT0008765,POST027611,USR03940,2023-04-21 05:00:00,-0.233,False,True,8,True,102,English
CMT0008766,POST016297,USR03837,2023-09-10 05:00:00,0.805,False,False,17,True,522,Hindi
CMT0008767,POST023959,USR04756,2022-09-21 04:00:00,0.399,False,False,2,False,96,Portuguese
CMT0008768,POST005161,USR04921,2023-08-16 18:00:00,-0.61,True,False,23,False,884,Spanish
CMT0008769,POST007700,USR04534,2023-08-20 22:00:00,0.375,False,False,3,False,404,Spanish
CMT0008770,POST018977,USR01477,2022-02-18 12:00:00,-0.346,False,False,19,True,773,French
CMT0008771,POST016250,USR03881,2022-07-25 23:00:00,-0.511,True,False,34,False,108,English
CMT0008772,POST008517,USR00224,2023-08-09 13:00:00,-0.808,True,True,34,True,522,German
CMT0008773,POST006065,USR01768,2023-05-16 14:00:00,0.349,False,True,6,True,435,Spanish
CMT0008774,POST008251,USR01835,2022-08-18 19:00:00,-0.298,False,False,2,True,961,English
CMT0008775,POST026050,USR02034,2022-07-01 20:00:00,-0.215,False,False,1,True,343,English
CMT0008776,POST015184,USR00106,2022-08-17 20:00:00,1.0,False,False,10,True,921,English
CMT0008777,POST009276,USR02377,2022-07-07 20:00:00,0.462,False,False,83,True,936,Japanese
CMT0008778,POST004888,USR02984,2022-12-09 03:00:00,0.771,False,True,7,True,912,Japanese
CMT0008779,POST021302,USR03707,2022-05-07 05:00:00,-0.137,False,False,9,False,583,English
CMT0008780,POST010661,USR00979,2023-03-01 16:00:00,-1.0,True,True,10,False,477,English
CMT0008781,POST017722,USR03179,2023-11-24 06:00:00,-0.019,False,False,1,True,295,English
CMT0008782,POST019275,USR03897,2022-09-04 02:00:00,-0.325,False,True,44,False,14,English
CMT0008783,POST003144,USR03542,2023-03-31 22:00:00,0.66,False,False,0,True,346,English
CMT0008784,POST020457,USR01592,2022-10-16 07:00:00,0.554,False,False,1,False,925,French
CMT0008785,POST028104,USR00891,2022-02-15 02:00:00,0.134,False,True,1,True,596,Arabic
CMT0008786,POST019043,USR00147,2023-05-15 02:00:00,-0.247,False,False,28,True,863,Portuguese
CMT0008787,POST023198,USR03068,2023-08-06 19:00:00,-0.033,False,False,34,False,901,Arabic
CMT0008788,POST010352,USR03463,2022-03-13 01:00:00,0.684,False,False,7,False,794,Spanish
CMT0008789,POST020138,USR00407,2023-02-21 10:00:00,0.219,True,False,14,False,882,Hindi
CMT0008790,POST029182,USR01776,2022-03-07 23:00:00,0.227,False,False,1,True,253,English
CMT0008791,POST028898,USR04937,2023-12-16 15:00:00,0.729,False,False,18,False,295,Spanish
CMT0008792,POST016113,USR04938,2022-11-06 10:00:00,1.0,False,True,4,True,882,French
CMT0008793,POST024712,USR01564,2023-07-21 01:00:00,-0.095,False,False,6,True,73,English
CMT0008794,POST010138,USR00364,2023-09-22 19:00:00,-0.391,False,False,1,False,835,English
CMT0008795,POST014044,USR00345,2023-04-27 09:00:00,0.612,False,False,0,True,728,Arabic
CMT0008796,POST010683,USR03259,2022-03-28 13:00:00,-0.575,True,True,1,False,564,Portuguese
CMT0008797,POST002937,USR00591,2022-10-18 23:00:00,-0.268,False,False,14,True,73,English
CMT0008798,POST018820,USR03441,2023-09-17 05:00:00,-0.429,False,True,4,True,691,English
CMT0008799,POST017456,USR04333,2023-04-05 07:00:00,0.835,False,False,7,True,379,Japanese
CMT0008800,POST009714,USR04130,2022-01-25 10:00:00,-0.306,False,False,1,True,659,English
CMT0008801,POST013874,USR02623,2022-12-19 18:00:00,-0.281,False,False,4,False,798,English
CMT0008802,POST022324,USR04671,2022-08-04 03:00:00,-0.798,False,True,14,True,534,Hindi
CMT0008803,POST026995,USR04906,2023-09-21 09:00:00,-0.28,False,False,4,True,615,English
CMT0008804,POST012267,USR01593,2022-05-10 13:00:00,0.286,False,True,27,False,848,English
CMT0008805,POST012409,USR00049,2022-02-27 20:00:00,-0.427,True,False,76,False,366,French
CMT0008806,POST006923,USR04548,2022-05-30 03:00:00,-0.008,False,False,6,False,796,Hindi
CMT0008807,POST029895,USR03687,2023-07-21 03:00:00,0.122,False,False,30,True,343,English
CMT0008808,POST024382,USR02271,2022-07-03 18:00:00,0.346,False,False,2,True,966,Arabic
CMT0008809,POST003609,USR04042,2023-08-24 11:00:00,-1.0,False,False,0,True,86,English
CMT0008810,POST025774,USR00219,2023-11-01 14:00:00,1.0,False,True,9,False,886,English
CMT0008811,POST012974,USR04773,2023-06-11 11:00:00,0.312,False,False,4,True,506,English
CMT0008812,POST000970,USR01926,2023-07-18 19:00:00,0.56,False,False,3,False,392,English
CMT0008813,POST025998,USR03941,2022-01-06 01:00:00,-0.231,False,False,1,True,550,English
CMT0008814,POST006676,USR03026,2023-12-01 02:00:00,-0.523,True,True,273,False,396,Japanese
CMT0008815,POST006054,USR02705,2023-03-08 14:00:00,0.469,False,False,82,True,229,English
CMT0008816,POST021069,USR02211,2023-07-29 00:00:00,-0.229,False,False,70,True,367,Arabic
CMT0008817,POST018370,USR00395,2023-03-27 06:00:00,-0.349,False,False,13,False,538,English
CMT0008818,POST021681,USR04992,2023-09-15 10:00:00,0.628,False,True,2,True,12,Spanish
CMT0008819,POST018150,USR02975,2023-02-15 20:00:00,0.569,False,False,8,True,173,Hindi
CMT0008820,POST016759,USR04535,2022-05-30 07:00:00,-0.022,False,False,1,False,971,German
CMT0008821,POST019306,USR00074,2023-07-09 03:00:00,0.13,True,True,1,True,299,Spanish
CMT0008822,POST029527,USR00626,2022-06-20 15:00:00,0.007,False,False,0,True,280,English
CMT0008823,POST008457,USR00548,2023-11-30 15:00:00,0.112,False,True,20,True,759,English
CMT0008824,POST021989,USR03711,2023-07-10 08:00:00,-0.83,True,False,13,False,357,French
CMT0008825,POST017526,USR01907,2022-02-21 03:00:00,0.138,False,True,9,True,67,Spanish
CMT0008826,POST018754,USR00270,2023-02-12 23:00:00,0.798,False,False,51,True,221,English
CMT0008827,POST015844,USR04686,2023-07-27 16:00:00,-1.0,True,True,167,False,260,English
CMT0008828,POST018287,USR01078,2023-12-14 19:00:00,0.959,False,False,0,False,345,English
CMT0008829,POST027139,USR02192,2023-05-11 04:00:00,0.029,False,False,1,False,804,English
CMT0008830,POST020044,USR03128,2023-12-04 14:00:00,-0.576,False,False,0,True,550,English
CMT0008831,POST009928,USR03889,2022-11-14 17:00:00,-0.487,True,True,2,True,131,Spanish
CMT0008832,POST003445,USR03333,2022-12-31 12:00:00,0.991,False,False,1,False,607,English
CMT0008833,POST022741,USR00907,2022-03-24 07:00:00,0.05,False,False,42,True,737,English
CMT0008834,POST028613,USR00712,2023-02-02 12:00:00,-0.742,False,False,14,False,645,Hindi
CMT0008835,POST029934,USR04348,2022-06-14 13:00:00,0.174,False,False,16,True,770,Portuguese
CMT0008836,POST016183,USR04101,2022-06-30 17:00:00,-0.19,False,True,14,True,460,English
CMT0008837,POST004142,USR04726,2023-03-29 06:00:00,0.59,False,True,2,True,817,Hindi
CMT0008838,POST014109,USR03078,2022-10-30 09:00:00,0.762,False,False,0,True,215,English
CMT0008839,POST025072,USR02512,2023-07-07 14:00:00,-0.583,True,False,16,True,340,Portuguese
CMT0008840,POST007424,USR04230,2023-02-06 04:00:00,-0.925,True,False,17,True,196,English
CMT0008841,POST022668,USR00916,2022-03-31 18:00:00,0.381,False,False,4,False,668,Portuguese
CMT0008842,POST023119,USR04796,2023-11-24 16:00:00,1.0,False,True,15,True,643,English
CMT0008843,POST011675,USR01675,2022-05-16 02:00:00,-0.597,True,False,12,False,379,Spanish
CMT0008844,POST004377,USR04667,2022-03-27 21:00:00,-0.169,False,False,3,False,787,English
CMT0008845,POST017010,USR00828,2022-06-04 03:00:00,-0.609,True,False,0,False,946,English
CMT0008846,POST018049,USR01747,2023-05-21 16:00:00,-0.309,False,False,20,True,186,English
CMT0008847,POST004507,USR02262,2022-12-11 18:00:00,0.21,False,False,70,False,675,English
CMT0008848,POST028716,USR02185,2022-01-11 21:00:00,-0.579,True,True,2,True,362,Spanish
CMT0008849,POST029799,USR03912,2023-12-19 03:00:00,-0.796,True,True,3,False,755,English
CMT0008850,POST016455,USR02059,2022-05-17 12:00:00,-0.368,False,False,9,True,120,Spanish
CMT0008851,POST000342,USR03503,2023-11-11 00:00:00,-0.269,False,False,5,True,919,English
CMT0008852,POST022251,USR01701,2022-05-31 10:00:00,-0.402,False,False,10,True,95,Arabic
CMT0008853,POST022464,USR03208,2022-08-12 05:00:00,0.559,False,True,49,False,10,Spanish
CMT0008854,POST017345,USR02399,2022-10-03 17:00:00,0.368,False,False,6,False,565,English
CMT0008855,POST005265,USR02458,2022-10-24 00:00:00,-0.607,True,False,29,True,632,English
CMT0008856,POST028194,USR01734,2022-12-25 18:00:00,0.205,False,True,1,True,464,English
CMT0008857,POST007036,USR02623,2023-08-27 03:00:00,0.15,False,False,17,True,622,English
CMT0008858,POST003192,USR01577,2022-09-19 15:00:00,-0.149,False,True,8,False,910,English
CMT0008859,POST010225,USR03367,2022-01-29 18:00:00,1.0,False,False,14,True,669,Japanese
CMT0008860,POST006311,USR03425,2022-06-02 23:00:00,-0.623,True,False,82,True,473,French
CMT0008861,POST021698,USR03417,2023-02-11 11:00:00,1.0,False,False,28,False,182,Spanish
CMT0008862,POST028590,USR00795,2022-02-26 12:00:00,-0.593,False,True,10,True,882,Spanish
CMT0008863,POST023440,USR02496,2022-10-11 17:00:00,-0.157,False,False,39,False,838,Portuguese
CMT0008864,POST001249,USR02220,2022-06-02 06:00:00,0.765,False,False,5,True,708,Arabic
CMT0008865,POST021723,USR02197,2023-11-22 15:00:00,0.874,False,True,2,True,438,German
CMT0008866,POST004984,USR04065,2023-09-13 12:00:00,0.749,False,False,11,True,376,English
CMT0008867,POST011448,USR00269,2022-04-07 22:00:00,0.857,False,False,41,False,575,Hindi
CMT0008868,POST004883,USR03586,2022-08-15 11:00:00,-0.782,False,False,4,True,161,Hindi
CMT0008869,POST001300,USR01532,2023-05-19 16:00:00,0.56,False,False,2,True,926,German
CMT0008870,POST000380,USR04633,2022-07-04 13:00:00,0.307,False,True,223,True,455,English
CMT0008871,POST021405,USR00641,2022-03-29 22:00:00,-0.064,False,False,44,False,663,English
CMT0008872,POST004154,USR02735,2023-07-27 06:00:00,0.403,False,False,1,True,903,Hindi
CMT0008873,POST025409,USR04223,2022-06-14 18:00:00,0.43,False,False,5,True,226,Hindi
CMT0008874,POST018846,USR03439,2022-10-21 02:00:00,0.208,False,True,43,True,351,Hindi
CMT0008875,POST024710,USR02112,2022-03-18 02:00:00,-0.02,False,False,12,True,48,Portuguese
CMT0008876,POST022652,USR01508,2023-02-26 16:00:00,0.587,False,False,1,True,495,English
CMT0008877,POST027790,USR01588,2023-03-09 12:00:00,-1.0,False,False,16,True,839,English
CMT0008878,POST016931,USR03358,2023-10-18 19:00:00,0.187,False,False,19,False,787,English
CMT0008879,POST020441,USR03509,2023-06-22 23:00:00,0.58,False,False,0,True,877,Japanese
CMT0008880,POST000994,USR02274,2023-09-12 00:00:00,-0.516,False,False,86,True,212,English
CMT0008881,POST009499,USR04942,2023-08-02 09:00:00,-0.055,False,False,3,True,848,Portuguese
CMT0008882,POST005299,USR02073,2023-09-06 11:00:00,-0.33,False,True,196,False,348,Spanish
CMT0008883,POST021963,USR00664,2023-12-22 02:00:00,0.912,False,True,8,False,511,English
CMT0008884,POST013581,USR04863,2023-03-19 16:00:00,0.189,True,False,23,False,190,English
CMT0008885,POST018806,USR00636,2022-02-22 09:00:00,0.289,False,False,7,True,77,English
CMT0008886,POST022775,USR02522,2022-01-23 11:00:00,0.738,False,True,4,False,389,English
CMT0008887,POST017936,USR00615,2022-02-10 22:00:00,0.499,False,True,4,False,848,Hindi
CMT0008888,POST001488,USR01933,2023-09-20 05:00:00,-0.669,True,False,6,True,76,Spanish
CMT0008889,POST017769,USR03943,2023-12-27 05:00:00,0.192,True,False,3,False,654,Portuguese
CMT0008890,POST015675,USR00097,2023-05-17 14:00:00,0.288,False,False,70,True,470,English
CMT0008891,POST017805,USR00291,2022-06-22 17:00:00,-0.381,False,False,2,False,781,English
CMT0008892,POST005677,USR03488,2023-02-06 13:00:00,0.302,False,False,64,True,269,Arabic
CMT0008893,POST029006,USR02765,2022-09-13 09:00:00,-0.402,True,False,4,True,353,Spanish
CMT0008894,POST010353,USR00571,2022-12-28 20:00:00,0.076,False,False,7,False,717,English
CMT0008895,POST007750,USR01755,2022-08-24 01:00:00,0.367,False,True,15,True,98,English
CMT0008896,POST008568,USR00327,2022-01-10 08:00:00,-0.419,False,False,8,True,588,English
CMT0008897,POST012359,USR01155,2023-05-20 01:00:00,0.354,False,False,1,False,718,English
CMT0008898,POST016225,USR00215,2022-08-14 03:00:00,-0.195,False,False,4,False,213,English
CMT0008899,POST021525,USR03735,2023-08-08 09:00:00,0.253,False,False,3,True,294,English
CMT0008900,POST000016,USR02317,2023-12-11 03:00:00,1.0,False,False,1,True,541,Arabic
CMT0008901,POST019221,USR02914,2023-01-25 09:00:00,-0.269,False,False,3,True,362,English
CMT0008902,POST019192,USR00354,2022-10-06 08:00:00,0.39,False,False,2,False,728,English
CMT0008903,POST014535,USR00654,2022-07-19 07:00:00,1.0,False,True,1,True,26,Spanish
CMT0008904,POST028873,USR04658,2022-12-01 17:00:00,0.226,False,False,6,False,892,Spanish
CMT0008905,POST021663,USR04421,2022-11-02 05:00:00,-0.32,False,False,0,True,914,Spanish
CMT0008906,POST016527,USR03617,2022-11-05 13:00:00,0.07,False,False,12,False,45,English
CMT0008907,POST024529,USR03346,2023-03-27 23:00:00,-0.459,True,False,11,False,712,English
CMT0008908,POST010786,USR02235,2022-03-01 17:00:00,0.057,False,True,9,True,175,Japanese
CMT0008909,POST021308,USR00612,2022-10-09 22:00:00,-1.0,False,True,5,True,554,Japanese
CMT0008910,POST001212,USR00684,2022-11-17 00:00:00,0.434,False,True,0,True,654,Hindi
CMT0008911,POST024719,USR01401,2022-10-09 07:00:00,-0.564,True,False,8,False,433,German
CMT0008912,POST014270,USR02588,2023-05-15 06:00:00,-0.487,False,False,6,True,527,Japanese
CMT0008913,POST002317,USR02952,2023-05-10 02:00:00,0.066,False,False,46,False,742,Spanish
CMT0008914,POST012555,USR04330,2023-11-05 04:00:00,0.036,False,True,97,True,281,English
CMT0008915,POST002208,USR03752,2022-12-02 12:00:00,0.658,False,True,19,True,951,Japanese
CMT0008916,POST008167,USR04195,2023-08-13 23:00:00,-0.237,False,True,5,True,880,Hindi
