post_id,user_id,platform,content_type,post_datetime,likes,comments_count,shares,views,hashtag_count,has_paid_promotion,post_duration_sec,caption_length,location_tagged
POST007054,USR04917,Pinterest,Photo,2023-11-18 12:00:00,232.0,33.0,19.0,4341.0,16.0,False,,1666,False
POST007055,USR01977,LinkedIn,Live,2022-01-20 16:00:00,163.0,17.0,6.0,6234.0,14.0,False,3577,2161,False
POST007056,USR02763,TikTok,Text,2022-10-24 15:00:00,22.0,0.0,1.0,247.0,11.0,False,,2188,False
POST007057,USR04349,Pinterest,Text,2022-01-25 21:00:00,157.0,4.0,7.0,5582.0,11.0,False,,1133,True
POST007058,USR02670,TikTok,Blog,2023-12-15 13:00:00,32.0,4.0,2.0,184.0,27.0,False,,807,False
POST007059,USR03220,LinkedIn,Meme,2023-07-18 02:00:00,27.0,4.0,1.0,415.0,23.0,False,,1670,False
POST007060,USR04993,Snapchat,Blog,2022-02-11 06:00:00,13.0,0.0,0.0,214.0,2.0,False,,113,False
POST007061,USR00352,TikTok,Text,2023-08-27 01:00:00,13.0,1.0,0.0,110.0,9.0,False,,1395,False
POST007062,USR00374,LinkedIn,Photo,2022-08-02 07:00:00,92.0,6.0,5.0,1564.0,27.0,True,,1300,False
POST007063,USR02833,Pinterest,Photo,2023-08-20 15:00:00,3.0,0.0,0.0,101.0,12.0,False,,1604,False
POST007064,USR02017,Instagram,Text,2022-01-08 11:00:00,2.0,0.0,0.0,14.0,17.0,False,,728,False
POST007065,USR00204,LinkedIn,Photo,2023-12-20 02:00:00,39.0,0.0,1.0,1017.0,28.0,False,,1971,False
POST007066,USR04508,TikTok,Video,2023-08-19 11:00:00,55.0,6.0,4.0,1539.0,4.0,False,2277,1586,True
POST007067,USR02650,Facebook,Live,2023-06-06 05:00:00,7.0,0.0,0.0,262.0,19.0,False,2268,2027,False
POST007068,USR04919,Pinterest,Meme,2023-02-11 06:00:00,1813.0,119.0,91.0,83974.0,18.0,False,,696,
POST007069,USR00904,TikTok,Story,2022-06-05 17:00:00,12.0,1.0,1.0,470.0,16.0,False,,181,False
POST007070,USR01056,Pinterest,Photo,2022-01-08 20:00:00,15.0,1.0,0.0,533.0,10.0,False,,1276,False
POST007071,USR02739,LinkedIn,Meme,2023-09-30 09:00:00,12.0,2.0,0.0,454.0,20.0,True,,312,False
POST007072,USR00346,LinkedIn,Photo,2022-09-30 17:00:00,365.0,37.0,21.0,3703.0,8.0,False,,1108,False
POST007073,USR00747,LinkedIn,Video,2023-01-19 16:00:00,1623.0,106.0,61.0,67634.0,4.0,True,3025,2140,False
POST007074,USR04390,Instagram,Meme,2023-02-02 05:00:00,8.0,0.0,0.0,67.0,29.0,False,,1933,False
POST007075,USR03859,YouTube,Video,2022-07-26 19:00:00,293.0,7.0,17.0,3308.0,0.0,True,1079,1288,False
POST007076,USR02170,Snapchat,Blog,2022-09-20 10:00:00,93.0,10.0,5.0,2458.0,27.0,False,,1609,True
POST007077,USR01660,LinkedIn,Blog,2022-07-20 10:00:00,12.0,0.0,1.0,578.0,8.0,False,,1796,False
POST007078,USR04471,YouTube,Live,2022-09-24 12:00:00,92.0,10.0,4.0,3582.0,16.0,False,1137,371,
POST007079,USR04112,Pinterest,Meme,2022-05-03 20:00:00,4.0,1.0,0.0,37.0,18.0,True,,1199,True
POST007080,USR00438,Snapchat,Meme,2022-10-20 14:00:00,33.0,4.0,2.0,258.0,17.0,False,,390,False
POST007081,USR04306,Snapchat,Photo,2022-01-30 14:00:00,7.0,1.0,0.0,239.0,24.0,False,,1499,False
POST007082,USR02208,Instagram,Live,2023-09-10 20:00:00,28.0,3.0,1.0,251.0,26.0,True,1580,222,True
POST007083,USR03124,Snapchat,Story,2023-11-19 16:00:00,63.0,2.0,2.0,870.0,16.0,False,,260,False
POST007084,USR02429,LinkedIn,Text,2023-02-20 06:00:00,1085.0,71.0,26.0,41311.0,6.0,True,,670,False
POST007085,USR03424,Pinterest,Blog,2022-07-09 03:00:00,61.0,5.0,2.0,1957.0,0.0,False,,717,True
POST007086,USR04957,Pinterest,Video,2022-02-12 12:00:00,7.0,0.0,1.0,94.0,5.0,False,844,1316,True
POST007087,USR03562,Twitter/X,Meme,2022-04-20 23:00:00,56.0,5.0,1.0,855.0,23.0,False,,1045,True
POST007088,USR04483,LinkedIn,Live,2022-07-30 06:00:00,1.0,0.0,0.0,16.0,19.0,False,2083,409,False
POST007089,USR01459,TikTok,Video,2023-08-07 23:00:00,302.0,36.0,22.0,11760.0,25.0,False,2037,499,False
POST007090,USR01604,Instagram,Meme,2022-11-02 22:00:00,11.0,1.0,0.0,231.0,20.0,False,,402,False
POST007091,USR01068,LinkedIn,Reel/Short,2023-11-22 06:00:00,2440.0,100.0,180.0,86888.0,29.0,False,196,1288,False
POST007092,USR02841,TikTok,Video,2023-08-31 09:00:00,340.0,27.0,4.0,12650.0,4.0,False,2976,438,True
POST007093,USR03579,Facebook,Meme,2023-01-05 14:00:00,68.0,6.0,3.0,2012.0,19.0,False,,664,False
POST007094,USR00662,Pinterest,Text,2022-02-25 20:00:00,30.0,2.0,1.0,1178.0,13.0,False,,1065,False
POST007095,USR01194,TikTok,Text,2023-10-04 07:00:00,23.0,0.0,1.0,259.0,4.0,False,,936,True
POST007096,USR00075,Instagram,Live,2023-08-04 08:00:00,26.0,1.0,2.0,791.0,20.0,True,289,942,True
POST007097,USR01196,Twitter/X,Blog,2022-08-11 16:00:00,54.0,2.0,3.0,2506.0,20.0,False,,1755,False
POST007098,USR01006,Twitter/X,Meme,2022-01-25 09:00:00,24.0,3.0,1.0,479.0,2.0,False,,337,
POST007099,USR01461,Snapchat,Reel/Short,2022-01-13 06:00:00,166.0,24.0,7.0,1679.0,13.0,False,1950,739,False
POST007100,USR02685,Twitter/X,Story,2022-07-05 10:00:00,1031.0,107.0,50.0,19844.0,3.0,False,,1291,False
POST007101,USR02774,LinkedIn,Meme,2022-07-31 15:00:00,67.0,9.0,3.0,1320.0,1.0,False,,13,False
POST007102,USR03523,Facebook,Live,2023-02-02 23:00:00,498.0,62.0,16.0,22823.0,12.0,False,2965,1725,False
POST007103,USR02843,Facebook,Meme,2022-12-02 14:00:00,4.0,0.0,0.0,184.0,27.0,False,,1417,False
POST007104,USR03723,TikTok,Story,2023-02-05 19:00:00,111.0,14.0,8.0,3767.0,14.0,False,,1415,True
POST007105,USR00647,Facebook,Text,2022-06-19 15:00:00,65.0,7.0,5.0,1921.0,9.0,False,,16,False
POST007106,USR04591,Instagram,Meme,2023-05-07 17:00:00,3.0,0.0,0.0,70.0,10.0,True,,310,False
POST007107,USR02233,Pinterest,Video,2023-09-04 09:00:00,33.0,2.0,2.0,1029.0,7.0,False,3404,91,True
POST007108,USR00729,Pinterest,Video,2023-11-15 07:00:00,302.0,35.0,14.0,3042.0,5.0,False,2095,1716,False
POST007109,USR03239,Snapchat,Video,2022-03-21 19:00:00,0.0,0.0,0.0,11.0,5.0,False,832,363,True
POST007110,USR03379,Facebook,Reel/Short,2022-04-20 00:00:00,37.0,1.0,1.0,197.0,24.0,False,3337,1040,True
POST007111,USR03162,Snapchat,Photo,2022-02-01 19:00:00,22.0,3.0,1.0,263.0,22.0,False,,1981,False
POST007112,USR03291,YouTube,Photo,2022-02-21 00:00:00,94.0,11.0,4.0,2128.0,21.0,False,,590,True
POST007113,USR04787,Snapchat,Text,2022-10-08 00:00:00,334.0,40.0,19.0,4665.0,7.0,False,,279,False
POST007114,USR04717,LinkedIn,Story,2022-11-07 14:00:00,221.0,18.0,11.0,7115.0,13.0,True,,1486,False
POST007115,USR03701,TikTok,Video,2023-01-26 23:00:00,381.0,6.0,9.0,18504.0,29.0,True,3328,1167,False
POST007116,USR03857,Instagram,Live,2023-08-05 05:00:00,579.0,17.0,6.0,26220.0,13.0,False,321,1431,False
POST007117,USR02446,YouTube,Live,2022-04-10 01:00:00,26.0,2.0,2.0,1181.0,2.0,False,860,1601,False
POST007118,USR01922,Pinterest,Text,2023-01-12 06:00:00,0.0,0.0,0.0,4.0,4.0,False,,2003,False
POST007119,USR04058,TikTok,Video,2023-10-24 06:00:00,210.0,26.0,10.0,6192.0,5.0,False,1993,1868,True
POST007120,USR02966,LinkedIn,Photo,2023-03-10 23:00:00,7.0,1.0,0.0,356.0,4.0,False,,1692,False
POST007121,USR02332,Facebook,Meme,2023-01-17 02:00:00,96.0,10.0,7.0,2695.0,29.0,True,,1553,True
POST007122,USR04080,YouTube,Meme,2022-10-14 13:00:00,3.0,0.0,0.0,62.0,21.0,False,,1116,False
POST007123,USR02872,LinkedIn,Video,2023-11-01 00:00:00,12.0,1.0,1.0,151.0,20.0,False,976,1746,False
POST007124,USR02986,Pinterest,Text,2022-11-01 01:00:00,174.0,2.0,6.0,5846.0,28.0,False,,906,True
POST007125,USR04575,YouTube,Story,2022-05-03 09:00:00,22.0,2.0,1.0,616.0,20.0,False,,2099,False
POST007126,USR00347,Facebook,Photo,2022-05-26 08:00:00,2.0,0.0,0.0,19.0,4.0,False,,1637,False
POST007127,USR03023,LinkedIn,Story,2023-04-13 06:00:00,4.0,0.0,0.0,82.0,15.0,False,,2026,False
POST007128,USR00172,Snapchat,Photo,2022-05-04 20:00:00,521.0,51.0,40.0,17413.0,0.0,True,,357,False
POST007129,USR04639,Pinterest,Story,2023-11-30 00:00:00,27.0,4.0,1.0,677.0,7.0,False,,1776,False
POST007130,USR00979,YouTube,Video,2023-05-03 05:00:00,28.0,4.0,1.0,1081.0,17.0,False,3187,2169,False
POST007131,USR00544,Twitter/X,Story,2022-01-15 03:00:00,16.0,2.0,1.0,465.0,25.0,False,,340,False
POST007132,USR00202,Pinterest,Story,2022-03-30 23:00:00,3.0,0.0,0.0,121.0,11.0,False,,2079,False
POST007133,USR03781,Snapchat,Text,2022-08-29 14:00:00,32.0,1.0,1.0,303.0,8.0,False,,1818,False
POST007134,USR03957,Instagram,Text,2023-08-17 22:00:00,648.0,32.0,11.0,7784.0,20.0,False,,950,False
POST007135,USR04635,LinkedIn,Video,2023-07-25 08:00:00,12.0,2.0,0.0,127.0,0.0,False,2070,276,False
POST007136,USR03586,Twitter/X,Reel/Short,2022-10-04 00:00:00,1.0,0.0,0.0,34.0,23.0,False,1036,83,False
POST007137,USR03841,Twitter/X,Reel/Short,2023-12-21 18:00:00,257.0,32.0,3.0,5741.0,26.0,False,1205,2090,False
POST007138,USR01605,Twitter/X,Photo,2023-05-07 02:00:00,65.0,3.0,5.0,2054.0,30.0,False,,1018,True
POST007139,USR04978,Facebook,Video,2023-12-10 04:00:00,80.0,10.0,4.0,2764.0,3.0,False,3596,1805,False
POST007140,USR03778,Pinterest,Reel/Short,2022-08-09 02:00:00,116.0,6.0,5.0,1280.0,30.0,True,1749,817,
POST007141,USR02164,Instagram,Text,2023-02-12 21:00:00,2.0,0.0,0.0,47.0,6.0,False,,1199,False
POST007142,USR01141,Facebook,Reel/Short,2023-01-22 00:00:00,44.0,4.0,1.0,1560.0,28.0,False,1726,1695,False
POST007143,USR00849,Snapchat,Text,2022-02-08 15:00:00,89.0,12.0,3.0,2682.0,8.0,False,,1027,True
POST007144,USR00033,YouTube,Video,2023-03-19 14:00:00,50.0,1.0,1.0,2145.0,5.0,True,2255,44,
POST007145,USR04569,Snapchat,Meme,2023-02-27 05:00:00,49.0,3.0,3.0,2049.0,19.0,False,,1284,True
POST007146,USR01989,Snapchat,Meme,2022-01-14 18:00:00,552.0,35.0,28.0,14585.0,6.0,True,,1126,False
POST007147,USR00763,Snapchat,Photo,2022-02-15 21:00:00,132.0,13.0,1.0,2680.0,17.0,False,,788,False
POST007148,USR01459,Facebook,Live,2022-03-06 08:00:00,192.0,16.0,6.0,4629.0,22.0,False,1168,1878,False
POST007149,USR01728,Twitter/X,Video,2023-12-28 09:00:00,40.0,4.0,0.0,1921.0,29.0,False,2405,1402,False
POST007150,USR01914,Instagram,Live,2023-05-06 06:00:00,0.0,0.0,0.0,14.0,23.0,False,1386,481,False
POST007151,USR00023,TikTok,Reel/Short,2022-10-01 00:00:00,28.0,1.0,1.0,1169.0,8.0,False,1992,1552,False
POST007152,USR02996,YouTube,Photo,2023-11-19 08:00:00,52.0,7.0,1.0,1647.0,0.0,False,,1199,True
POST007153,USR01106,TikTok,Text,2022-07-12 07:00:00,37.0,1.0,3.0,931.0,19.0,False,,1668,False
POST007154,USR02603,LinkedIn,Blog,2023-12-08 14:00:00,47.0,6.0,3.0,2266.0,15.0,False,,1810,True
POST007155,USR03146,Snapchat,Video,2022-01-02 20:00:00,84.0,11.0,6.0,479.0,0.0,False,74,2172,True
POST007156,USR02249,LinkedIn,Blog,2022-02-15 18:00:00,365.0,18.0,29.0,4642.0,13.0,False,,739,False
POST007157,USR01386,YouTube,Reel/Short,2023-03-22 17:00:00,10.0,1.0,0.0,326.0,29.0,True,2418,1562,False
POST007158,USR03543,Facebook,Blog,2023-12-21 15:00:00,36.0,4.0,2.0,459.0,16.0,,,1870,True
POST007159,USR04481,LinkedIn,Photo,2022-08-26 22:00:00,1181.0,157.0,59.0,6043.0,18.0,True,,1579,False
POST007160,USR01043,Snapchat,Meme,2022-02-18 09:00:00,2.0,0.0,0.0,35.0,13.0,False,,862,False
POST007161,USR00844,YouTube,Blog,2023-01-08 02:00:00,31.0,4.0,2.0,392.0,26.0,False,,407,True
POST007162,USR02693,Facebook,Blog,2023-09-05 11:00:00,1.0,0.0,0.0,33.0,29.0,False,,1660,False
POST007163,USR04791,YouTube,Meme,2023-04-13 15:00:00,33.0,5.0,0.0,1260.0,20.0,False,,560,True
POST007164,USR04217,Twitter/X,Reel/Short,2023-07-12 05:00:00,67.0,6.0,2.0,1967.0,13.0,False,1022,734,False
POST007165,USR01159,Instagram,Story,2023-01-18 21:00:00,1.0,0.0,0.0,34.0,20.0,False,,1659,False
POST007166,USR01358,Snapchat,Blog,2023-01-16 23:00:00,83.0,3.0,2.0,2295.0,21.0,True,,194,True
POST007167,USR04102,LinkedIn,Meme,2023-07-19 17:00:00,14.0,2.0,1.0,443.0,3.0,False,,1903,False
POST007168,USR03206,LinkedIn,Photo,2022-05-30 10:00:00,473.0,9.0,20.0,12349.0,22.0,,,1960,True
POST007169,USR03340,Instagram,Video,2023-10-17 11:00:00,141.0,20.0,5.0,2054.0,13.0,False,2605,1461,True
POST007170,USR04978,Twitter/X,Text,2023-02-21 05:00:00,18.0,1.0,0.0,268.0,9.0,False,,448,False
POST007171,USR02019,TikTok,Reel/Short,2023-08-18 12:00:00,36.0,5.0,2.0,994.0,7.0,False,825,488,True
POST007172,USR02763,YouTube,Meme,2023-01-17 14:00:00,1213.0,19.0,33.0,20875.0,1.0,False,,452,True
POST007173,USR03204,Pinterest,Text,2022-12-22 09:00:00,43.0,1.0,2.0,445.0,3.0,False,,1125,True
POST007174,USR03841,LinkedIn,Blog,2022-06-01 21:00:00,4.0,0.0,0.0,27.0,2.0,False,,2116,True
POST007175,USR02100,Snapchat,Live,2023-05-22 21:00:00,6.0,0.0,0.0,36.0,19.0,False,132,512,
POST007176,USR00742,YouTube,Meme,2023-07-10 13:00:00,37.0,5.0,3.0,1043.0,3.0,False,,1338,False
POST007177,USR03381,Pinterest,Story,2023-01-04 13:00:00,518.0,61.0,18.0,22990.0,21.0,False,,713,
POST007178,USR02397,TikTok,Meme,2022-03-30 19:00:00,20.0,3.0,1.0,305.0,25.0,False,,1275,False
POST007179,USR02665,Instagram,Blog,2022-09-17 04:00:00,6.0,0.0,0.0,73.0,2.0,False,,1700,False
POST007180,USR03231,YouTube,Live,2022-12-07 11:00:00,56.0,1.0,2.0,2640.0,20.0,,826,1812,False
POST007181,USR03241,Pinterest,Photo,2023-10-23 14:00:00,105.0,16.0,6.0,881.0,25.0,False,,204,False
POST007182,USR04025,YouTube,Reel/Short,2023-04-07 17:00:00,153.0,12.0,10.0,1917.0,11.0,False,149,910,True
POST007183,USR01597,Instagram,Meme,2023-11-28 05:00:00,2.0,0.0,0.0,31.0,8.0,True,,2021,False
POST007184,USR03343,TikTok,Story,2022-02-13 10:00:00,103.0,7.0,2.0,2779.0,2.0,False,,789,False
POST007185,USR04714,Twitter/X,Meme,2023-06-03 20:00:00,92.0,2.0,5.0,694.0,21.0,False,,2043,False
POST007186,USR03849,Instagram,Video,2022-05-29 19:00:00,23.0,3.0,0.0,840.0,5.0,True,1388,691,False
POST007187,USR01852,YouTube,Story,2022-12-16 17:00:00,530.0,59.0,26.0,22303.0,18.0,False,,1601,False
POST007188,USR02872,LinkedIn,Video,2023-10-10 23:00:00,135.0,5.0,7.0,4197.0,3.0,False,1424,151,True
POST007189,USR00399,LinkedIn,Text,2022-06-13 18:00:00,10.0,1.0,0.0,397.0,22.0,False,,1154,False
POST007190,USR02389,Facebook,Blog,2022-05-23 06:00:00,140.0,16.0,8.0,4461.0,16.0,False,,683,False
POST007191,USR02665,Instagram,Live,2023-12-11 12:00:00,1.0,0.0,0.0,37.0,18.0,False,3405,241,True
POST007192,USR04103,Instagram,Reel/Short,2022-03-25 13:00:00,21.0,1.0,0.0,801.0,1.0,False,1041,168,False
POST007193,USR04665,Facebook,Meme,2022-04-25 16:00:00,24.0,0.0,1.0,1090.0,11.0,False,,1603,True
POST007194,USR00727,YouTube,Live,2023-07-12 01:00:00,205.0,27.0,6.0,7957.0,6.0,False,2918,1995,True
POST007195,USR02368,Instagram,Photo,2023-06-17 03:00:00,23849.0,3347.0,1163.0,409655.0,16.0,False,,1679,True
POST007196,USR00537,LinkedIn,Meme,2023-08-13 00:00:00,30.0,3.0,1.0,442.0,20.0,False,,979,True
POST007197,USR04579,Twitter/X,Photo,2022-09-18 17:00:00,1022.0,134.0,60.0,18437.0,22.0,False,,1554,False
POST007198,USR01110,Facebook,Live,2023-11-12 05:00:00,825.0,71.0,13.0,21624.0,26.0,False,96,201,False
POST007199,USR00802,Instagram,Story,2022-08-21 21:00:00,4.0,0.0,0.0,96.0,3.0,True,,750,False
POST007200,USR01793,Facebook,Reel/Short,2023-12-28 10:00:00,795.0,81.0,25.0,16230.0,4.0,False,2372,626,True
POST007201,USR01388,Instagram,Text,2023-05-16 03:00:00,13.0,1.0,1.0,153.0,14.0,True,,1455,True
POST007202,USR00286,LinkedIn,Reel/Short,2022-11-30 23:00:00,56.0,8.0,2.0,2743.0,16.0,False,1271,1032,False
POST007203,USR00507,Instagram,Story,2023-01-18 17:00:00,5394.0,765.0,63.0,204482.0,2.0,False,,1582,True
POST007204,USR00626,Snapchat,Story,2023-02-09 16:00:00,153.0,11.0,4.0,2133.0,29.0,False,,565,False
POST007205,USR02803,Instagram,Blog,2023-11-04 12:00:00,15.0,1.0,1.0,410.0,13.0,True,,1188,True
POST007206,USR01212,Snapchat,Video,2022-08-13 18:00:00,133.0,16.0,9.0,2630.0,9.0,False,1610,84,False
POST007207,USR00130,Instagram,Meme,2022-12-26 23:00:00,3.0,0.0,0.0,115.0,13.0,False,,1575,False
POST007208,USR03942,YouTube,Reel/Short,2023-02-22 22:00:00,457.0,42.0,28.0,17872.0,8.0,False,2964,1172,False
POST007209,USR00536,Pinterest,Story,2022-04-19 07:00:00,15.0,2.0,1.0,286.0,10.0,False,,1255,False
POST007210,USR00227,YouTube,Live,2023-10-18 20:00:00,0.0,0.0,0.0,17.0,3.0,False,481,2127,False
POST007211,USR01736,Twitter/X,Reel/Short,2023-04-10 04:00:00,27.0,1.0,1.0,236.0,12.0,False,468,1517,True
POST007212,USR03556,Pinterest,Blog,2023-12-12 06:00:00,20.0,2.0,1.0,766.0,19.0,False,,1945,False
POST007213,USR00658,TikTok,Meme,2022-01-01 16:00:00,148.0,12.0,4.0,2529.0,28.0,False,,1800,True
POST007214,USR01812,Snapchat,Video,2022-04-21 15:00:00,5.0,0.0,0.0,86.0,25.0,False,1094,1704,False
POST007215,USR02372,TikTok,Reel/Short,2022-05-28 02:00:00,110.0,15.0,5.0,3116.0,12.0,False,1082,82,True
POST007216,USR00056,TikTok,Photo,2023-12-13 09:00:00,14.0,1.0,1.0,209.0,5.0,False,,1476,True
POST007217,USR02599,Twitter/X,Story,2022-09-05 12:00:00,47.0,1.0,2.0,307.0,15.0,False,,210,False
POST007218,USR00274,Twitter/X,Text,2022-11-07 06:00:00,4762571.0,-999.0,19.0,6670.0,4.0,,,1781,False
POST007219,USR01121,Twitter/X,Story,2023-07-09 20:00:00,492.0,58.0,7.0,4561.0,27.0,False,,727,False
POST007220,USR01851,TikTok,Live,2022-04-09 06:00:00,700.0,90.0,6.0,15346.0,26.0,False,1673,214,True
POST007221,USR01578,Instagram,Live,2022-01-25 00:00:00,12.0,1.0,0.0,438.0,18.0,False,2252,1032,True
POST007222,USR04661,LinkedIn,Video,2022-02-01 09:00:00,99.0,7.0,4.0,4240.0,1.0,False,1054,995,True
POST007223,USR01057,Facebook,Live,2022-05-04 06:00:00,108.0,6.0,2.0,3090.0,28.0,True,760,1983,True
POST007224,USR02325,Twitter/X,Meme,2022-07-10 21:00:00,668.0,84.0,48.0,30855.0,26.0,False,,1304,False
POST007225,USR02948,YouTube,Blog,2022-03-15 02:00:00,28.0,2.0,0.0,457.0,18.0,False,,1967,False
POST007226,USR04523,Snapchat,Video,2022-09-17 14:00:00,3.0,0.0,0.0,42.0,20.0,False,3539,969,True
POST007227,USR03202,Instagram,Story,2022-05-02 13:00:00,298.0,33.0,16.0,13864.0,21.0,False,,368,True
POST007228,USR04392,Twitter/X,Meme,2023-01-02 21:00:00,798.0,66.0,26.0,36769.0,28.0,False,,2170,True
POST007229,USR04658,YouTube,Story,2023-02-17 00:00:00,103.0,2.0,1.0,1551.0,25.0,False,,1291,True
POST007230,USR04017,Twitter/X,Reel/Short,2023-12-16 19:00:00,6.0,1.0,0.0,204.0,21.0,False,461,481,True
POST007231,USR00110,YouTube,Meme,2022-11-04 10:00:00,4151.0,280.0,42.0,162684.0,21.0,False,,697,False
POST007232,USR04958,LinkedIn,Photo,2023-02-02 11:00:00,69.0,9.0,0.0,694.0,10.0,False,,511,False
POST007233,USR03316,Twitter/X,Reel/Short,2022-08-02 09:00:00,15.0,2.0,1.0,331.0,26.0,False,92,1006,False
POST007234,USR02645,Facebook,Reel/Short,2023-03-15 19:00:00,490.0,71.0,21.0,4646.0,12.0,False,1511,109,False
POST007235,USR02162,Instagram,Reel/Short,2023-08-27 15:00:00,1525.0,226.0,15.0,31406.0,18.0,False,1409,1573,True
POST007236,USR01687,Twitter/X,Meme,2023-10-13 19:00:00,2.0,0.0,0.0,29.0,23.0,False,,1325,False
POST007237,USR00549,Instagram,Reel/Short,2023-08-31 01:00:00,160.0,10.0,3.0,3785.0,5.0,False,1410,1526,True
POST007238,USR01608,Instagram,Reel/Short,2023-11-27 15:00:00,731.0,34.0,37.0,23688.0,2.0,False,555,626,False
POST007239,USR02186,TikTok,Text,2022-02-02 15:00:00,44.0,2.0,3.0,1333.0,20.0,False,,1767,False
POST007240,USR03361,Instagram,Story,2022-11-24 11:00:00,73.0,8.0,4.0,3408.0,24.0,,,1368,True
POST007241,USR02577,Facebook,Live,2022-02-01 08:00:00,42.0,4.0,2.0,1152.0,22.0,False,1875,1535,False
POST007242,USR00883,Facebook,Meme,2023-12-19 15:00:00,1177.0,107.0,8.0,31837.0,0.0,True,,968,True
POST007243,USR04376,Facebook,Video,2023-01-28 17:00:00,6.0,0.0,0.0,85.0,13.0,True,2372,1515,True
POST007244,USR04273,Facebook,Video,2022-04-11 13:00:00,33.0,4.0,3.0,565.0,0.0,False,269,669,False
POST007245,USR00746,Pinterest,Story,2023-12-07 18:00:00,4015.0,268.0,55.0,22978.0,21.0,False,,1372,True
POST007246,USR01601,Twitter/X,Live,2023-09-28 11:00:00,16.0,1.0,0.0,736.0,4.0,False,212,113,False
POST007247,USR03454,Instagram,Reel/Short,2023-12-03 15:00:00,3.0,0.0,0.0,124.0,30.0,False,2794,1362,False
POST007248,USR02129,Pinterest,Live,2022-01-28 12:00:00,53.0,4.0,3.0,530.0,0.0,False,2118,2108,False
POST007249,USR04109,TikTok,Video,2022-02-09 15:00:00,473.0,13.0,30.0,11783.0,18.0,False,1175,1132,False
POST007250,USR00444,Twitter/X,Reel/Short,2022-03-30 15:00:00,8290045.0,7.0,4.0,291.0,27.0,False,1688,13,True
POST007251,USR00138,Pinterest,Reel/Short,2022-09-16 17:00:00,21.0,2.0,0.0,965.0,27.0,False,1796,73,False
POST007252,USR02439,LinkedIn,Text,2022-04-05 02:00:00,149.0,13.0,5.0,1538.0,3.0,True,,1645,True
POST007253,USR04028,LinkedIn,Meme,2022-09-09 23:00:00,7946.0,1042.0,226.0,201001.0,5.0,False,,1410,False
POST007254,USR00831,Snapchat,Live,2023-10-09 03:00:00,33.0,1.0,1.0,1142.0,28.0,False,3180,705,False
POST007255,USR01504,Twitter/X,Text,2023-04-11 12:00:00,3444.0,99.0,191.0,72422.0,30.0,False,,742,False
POST007256,USR04053,Twitter/X,Live,2022-12-12 07:00:00,125.0,15.0,4.0,2894.0,6.0,False,2886,2100,False
POST007257,USR04551,Twitter/X,Video,2023-09-11 15:00:00,10.0,1.0,0.0,179.0,10.0,False,387,1505,False
POST007258,USR04646,Twitter/X,Meme,2022-02-05 10:00:00,1519.0,181.0,83.0,37281.0,12.0,False,,1473,True
POST007259,USR00488,TikTok,Reel/Short,2022-11-14 17:00:00,27.0,3.0,0.0,486.0,22.0,True,2963,424,False
POST007260,USR00368,Facebook,Meme,2023-12-22 14:00:00,2.0,0.0,0.0,57.0,2.0,,,1018,False
POST007261,USR03770,Instagram,Video,2022-08-10 19:00:00,98.0,5.0,6.0,3025.0,19.0,False,2548,1968,False
POST007262,USR01193,YouTube,Live,2023-02-25 03:00:00,22.0,0.0,1.0,359.0,1.0,True,2319,1809,False
POST007263,USR04269,Facebook,Meme,2022-01-11 21:00:00,2059.0,160.0,63.0,13166.0,23.0,False,,518,False
POST007264,USR01243,Pinterest,Story,2022-05-12 18:00:00,123.0,3.0,7.0,3777.0,7.0,False,,433,False
POST007265,USR00588,TikTok,Live,2023-11-23 00:00:00,19.0,2.0,1.0,135.0,5.0,False,2728,961,True
POST007266,USR01615,TikTok,Reel/Short,2023-06-03 14:00:00,311.0,41.0,8.0,9963.0,29.0,True,3264,1919,True
POST007267,USR03210,Twitter/X,Text,2022-03-12 16:00:00,55.0,5.0,1.0,592.0,13.0,False,,2173,False
POST007268,USR00238,Pinterest,Blog,2022-07-05 14:00:00,105.0,4.0,7.0,3871.0,0.0,False,,324,True
POST007269,USR03674,YouTube,Meme,2022-10-09 22:00:00,0.0,0.0,0.0,13.0,11.0,False,,1550,True
POST007270,USR02961,Pinterest,Reel/Short,2023-08-02 12:00:00,5.0,1.0,0.0,255.0,29.0,True,1785,1285,False
POST007271,USR03786,Twitter/X,Video,2023-07-03 20:00:00,87.0,11.0,2.0,1393.0,11.0,False,2757,903,
POST007272,USR01341,Instagram,Meme,2022-02-19 08:00:00,4.0,0.0,0.0,160.0,30.0,False,,596,False
POST007273,USR02449,LinkedIn,Blog,2023-08-23 03:00:00,17.0,2.0,0.0,755.0,30.0,False,,1632,False
POST007274,USR04612,Twitter/X,Story,2023-12-16 16:00:00,349.0,4.0,3.0,16319.0,25.0,True,,1321,False
POST007275,USR00857,Instagram,Photo,2023-05-18 05:00:00,153.0,20.0,12.0,3050.0,30.0,False,,1041,True
POST007276,USR03812,TikTok,Reel/Short,2023-04-08 09:00:00,563.0,21.0,30.0,10891.0,22.0,False,327,1185,True
POST007277,USR00735,YouTube,Photo,2022-06-16 01:00:00,56.0,2.0,3.0,590.0,28.0,False,,135,False
POST007278,USR04509,YouTube,Text,2022-10-25 19:00:00,14.0,1.0,0.0,568.0,999.0,,,238,False
POST007279,USR02377,Pinterest,Story,2022-12-06 13:00:00,920.0,69.0,55.0,36093.0,13.0,False,,1300,False
