survey_id,user_id,survey_date,anxiety_score,depression_score,self_esteem_score,loneliness_score,fomo_score,life_satisfaction_score,sleep_quality_score,productivity_impact,social_comparison_freq,cyberbullying_experienced,feel_addicted,digital_detox_attempts,primary_emotion_after_use,hours_before_bed,avg_usage,usage_bucket
SUR01180,USR04634,2023-08-09,7.0,6.0,1.0,1.0,5.0,8.0,9.0,Positive,Sometimes,True,True,0.0,Motivated,0.1,42.25,<1h
SUR01181,USR02271,2023-06-08,5.0,2.0,3.0,5.0,,5.0,4.0,Positive,Often,False,False,0.0,Neutral,2.2,170.2,2-4h
SUR01182,USR00664,2023-11-24,5.0,5.0,8.0,10.0,5.0,8.0,8.0,Negative,Sometimes,False,False,8.0,Neutral,1.8,75.06,1-2h
SUR01183,USR00078,2023-10-28,4.0,2.0,4.0,5.0,5.0,6.0,7.0,Negative,,True,True,8.0,Anxious,3.8,39.099999999999994,<1h
SUR01184,USR04137,2023-07-18,6.0,3.0,,2.0,9.0,4.0,6.0,Negative,Often,True,True,5.0,Anxious,0.2,32.4,<1h
SUR01185,USR04089,2023-11-23,10.0,6.0,6.0,3.0,7.0,6.0,3.0,Neutral,Rarely,True,False,2.0,Excited,0.5,62.400000000000006,1-2h
SUR01186,USR00793,2023-09-29,3.0,,1.0,6.0,6.0,3.0,4.0,Very Negative,Often,False,False,2.0,Happy,2.7,49.400000000000006,<1h
SUR01187,USR02484,2023-06-08,5.0,4.0,4.0,4.0,3.0,6.0,4.0,Positive,Sometimes,False,False,0.0,,3.3,102.3,1-2h
SUR01188,USR01219,2023-07-08,5.0,5.0,,6.0,10.0,4.0,4.0,Negative,Sometimes,False,False,8.0,Excited,3.2,98.35,1-2h
SUR01189,USR04068,2023-10-26,6.0,5.0,5.0,5.0,9.0,7.0,8.0,Negative,Sometimes,True,False,7.0,Excited,0.2,58.075,<1h
SUR01190,USR02386,2023-06-11,6.0,4.0,9.0,6.0,5.0,5.0,8.0,Neutral,Often,False,True,3.0,Anxious,2.9,65.875,1-2h
SUR01191,USR02019,2023-10-03,8.0,7.0,7.0,4.0,,5.0,6.0,Positive,Often,False,False,8.0,Happy,3.8,51.11666666666667,<1h
SUR01192,USR03382,2023-09-04,6.0,8.0,7.0,4.0,8.0,6.0,4.0,Negative,Always,False,False,2.0,Neutral,2.2,77.95,1-2h
SUR01193,USR01586,2023-08-05,4.0,5.0,5.0,8.0,3.0,9.0,3.0,Positive,Often,False,False,0.0,Excited,0.1,90.97777777777777,1-2h
SUR01194,USR01797,2023-07-08,4.0,6.0,6.0,2.0,10.0,4.0,7.0,Positive,Always,True,False,10.0,Happy,2.2,41.18,<1h
SUR01195,USR01749,2023-07-10,6.0,9.0,2.0,9.0,5.0,3.0,3.0,Positive,,False,False,8.0,Inspired,0.0,119.4,1-2h
SUR01196,USR00582,2023-11-11,8.0,3.0,5.0,6.0,4.0,6.0,6.0,Very Positive,Often,False,False,5.0,Neutral,0.4,86.52000000000001,1-2h
SUR01197,USR01864,2023-08-07,7.0,4.0,9.0,4.0,6.0,5.0,8.0,Positive,Often,,False,2.0,Happy,2.1,151.725,2-4h
SUR01198,USR02417,2023-10-20,3.0,7.0,5.0,5.0,4.0,6.0,2.0,Positive,Rarely,False,True,5.0,Neutral,3.1,89.85,1-2h
SUR01199,USR00157,2023-10-28,6.0,7.0,4.0,6.0,6.0,8.0,6.0,Very Positive,Rarely,True,True,8.0,Anxious,1.3,91.92,1-2h
SUR01200,USR01579,2023-10-20,4.0,8.0,7.0,7.0,8.0,5.0,6.0,Neutral,Often,False,True,1.0,Inspired,3.2,52.0,<1h
SUR01201,USR00055,2023-06-10,7.0,6.0,5.0,5.0,8.0,6.0,6.0,Neutral,Rarely,False,,6.0,Inspired,2.4,122.36666666666667,2-4h
SUR01202,USR01256,2023-06-24,7.0,2.0,9.0,7.0,5.0,6.0,10.0,Neutral,Rarely,False,False,4.0,Motivated,0.2,88.475,1-2h
SUR01203,USR00160,2023-08-17,5.0,1.0,4.0,,7.0,5.0,,Neutral,Sometimes,False,True,5.0,,2.2,57.55,<1h
SUR01204,USR01973,2023-09-27,1.0,7.0,3.0,4.0,7.0,5.0,6.0,Neutral,Rarely,False,False,9.0,Anxious,2.5,192.48,2-4h
SUR01205,USR01134,2023-09-08,6.0,5.0,7.0,2.0,10.0,7.0,9.0,Positive,Always,False,True,10.0,Happy,2.1,58.46666666666667,<1h
SUR01206,USR01260,2023-10-17,6.0,6.0,3.0,5.0,6.0,7.0,5.0,Positive,Often,False,False,10.0,Envious,0.9,49.771428571428565,<1h
SUR01207,USR02454,2023-10-26,6.0,5.0,9.0,1.0,5.0,5.0,6.0,Negative,Often,True,True,3.0,Neutral,1.3,58.93333333333334,<1h
SUR01208,USR02372,2023-10-19,4.0,3.0,6.0,3.0,5.0,7.0,4.0,Neutral,Often,False,False,4.0,Depressed,1.1,50.575,<1h
SUR01209,USR00201,2023-07-24,6.0,4.0,5.0,5.0,5.0,4.0,5.0,Neutral,Rarely,False,True,4.0,Excited,3.2,68.36666666666666,1-2h
SUR01210,USR04842,2023-09-11,5.0,5.0,10.0,7.0,2.0,5.0,7.0,Neutral,Sometimes,False,True,9.0,Depressed,3.1,41.85,<1h
SUR01211,USR04771,2023-07-19,4.0,2.0,2.0,7.0,8.0,6.0,2.0,Very Positive,Often,False,False,9.0,Excited,0.3,80.14999999999999,1-2h
SUR01212,USR04143,2023-11-13,6.0,7.0,4.0,3.0,7.0,7.0,6.0,Positive,Rarely,False,True,3.0,Inspired,0.4,38.7,<1h
SUR01213,USR01943,2023-11-20,5.0,3.0,1.0,5.0,6.0,7.0,4.0,Positive,Always,False,False,8.0,Happy,0.8,56.8,<1h
SUR01214,USR03982,2023-11-03,7.0,1.0,6.0,4.0,6.0,3.0,6.0,Very Negative,Often,False,False,0.0,Happy,2.5,54.6,<1h
SUR01215,USR01168,2023-06-28,,4.0,3.0,1.0,8.0,10.0,6.0,Very Positive,Rarely,True,False,1.0,Neutral,1.9,49.050000000000004,<1h
SUR01216,USR01675,2023-08-25,6.0,3.0,4.0,3.0,6.0,4.0,6.0,Negative,Rarely,False,False,10.0,Anxious,3.7,70.86,1-2h
SUR01217,USR02062,2023-11-07,7.0,7.0,6.0,4.0,8.0,7.0,4.0,Positive,Always,True,False,0.0,Anxious,1.8,108.64285714285714,1-2h
SUR01218,USR01633,2023-09-09,8.0,5.0,7.0,7.0,7.0,4.0,2.0,Neutral,Never,False,False,2.0,Motivated,3.0,41.260000000000005,<1h
SUR01219,USR03076,2023-08-31,9.0,3.0,3.0,1.0,7.0,3.0,6.0,Negative,Often,False,False,1.0,,0.3,97.74,1-2h
SUR01220,USR01269,2023-10-09,7.0,4.0,4.0,5.0,5.0,8.0,4.0,Very Negative,Often,False,False,6.0,Neutral,2.3,96.12,1-2h
SUR01221,USR01390,2023-09-05,3.0,6.0,5.0,1.0,9.0,6.0,6.0,Neutral,Rarely,False,False,6.0,Excited,1.6,49.85,<1h
SUR01222,USR00743,2023-09-15,9.0,4.0,5.0,10.0,5.0,5.0,4.0,Positive,Never,False,False,3.0,Happy,1.4,114.11428571428573,1-2h
SUR01223,USR00322,2023-11-21,7.0,5.0,7.0,7.0,,4.0,2.0,Positive,Rarely,False,True,5.0,Motivated,1.8,63.86666666666667,1-2h
SUR01224,USR02219,2023-10-13,4.0,6.0,5.0,3.0,8.0,9.0,10.0,Negative,Often,False,True,6.0,Happy,3.1,90.725,1-2h
SUR01225,USR04716,2023-06-28,9.0,1.0,5.0,4.0,7.0,5.0,5.0,Neutral,Rarely,False,True,2.0,,0.8,65.3,1-2h
SUR01226,USR04630,2023-08-09,6.0,4.0,8.0,8.0,9.0,4.0,2.0,Negative,Always,False,True,5.0,Happy,2.3,109.73333333333333,1-2h
SUR01227,USR02956,2023-06-14,3.0,6.0,3.0,3.0,4.0,5.0,1.0,Very Positive,Often,False,False,3.0,Depressed,3.4,48.575,<1h
SUR01228,USR01537,2023-08-03,5.0,1.0,4.0,5.0,6.0,6.0,4.0,Neutral,Sometimes,False,True,5.0,Depressed,0.1,81.55,1-2h
SUR01229,USR04602,2023-08-09,5.0,2.0,3.0,6.0,6.0,4.0,5.0,Neutral,Sometimes,False,False,0.0,Anxious,1.3,115.46666666666665,1-2h
SUR01230,USR01004,2023-10-16,5.0,2.0,2.0,3.0,6.0,1.0,5.0,Neutral,Often,False,False,1.0,Anxious,3.0,94.1,1-2h
SUR01231,USR04494,2023-08-04,7.0,8.0,5.0,5.0,5.0,3.0,3.0,Positive,Rarely,False,False,2.0,,0.2,95.25999999999999,1-2h
SUR01232,USR04841,2023-08-27,5.0,6.0,4.0,6.0,4.0,6.0,6.0,Neutral,Often,True,True,8.0,Happy,1.7,72.2,1-2h
SUR01233,USR01554,2023-08-10,6.0,5.0,8.0,5.0,8.0,5.0,6.0,Very Negative,Often,False,False,5.0,Happy,1.4,68.80000000000001,1-2h
SUR01234,USR00935,2023-08-23,10.0,5.0,7.0,6.0,5.0,7.0,4.0,Very Negative,Always,False,False,6.0,Excited,1.0,40.800000000000004,<1h
SUR01235,USR00024,2023-08-01,5.0,2.0,7.0,1.0,9.0,5.0,6.0,Negative,Sometimes,False,False,8.0,Anxious,3.1,61.38333333333333,1-2h
SUR01236,USR03480,2023-09-16,7.0,7.0,8.0,3.0,6.0,7.0,5.0,Negative,Rarely,False,True,8.0,Motivated,0.8,40.1,<1h
SUR01237,USR01410,2023-09-25,5.0,10.0,7.0,5.0,4.0,,5.0,Negative,Always,False,True,10.0,Neutral,2.2,81.9,1-2h
SUR01238,USR03732,2023-10-24,5.0,1.0,6.0,5.0,6.0,6.0,5.0,Negative,Sometimes,False,True,6.0,Neutral,1.4,91.4,1-2h
SUR01239,USR01235,2023-07-19,6.0,7.0,7.0,4.0,10.0,6.0,4.0,Negative,Sometimes,False,True,6.0,Happy,2.0,79.86666666666667,1-2h
SUR01240,USR04762,2023-11-14,6.0,3.0,5.0,5.0,10.0,8.0,3.0,Neutral,Often,False,False,5.0,Depressed,1.1,91.53999999999999,1-2h
SUR01241,USR02140,2023-07-15,4.0,6.0,6.0,5.0,8.0,5.0,6.0,Neutral,Often,True,False,10.0,Envious,0.3,22.4,<1h
SUR01242,USR00091,2023-09-15,6.0,5.0,6.0,7.0,8.0,5.0,4.0,Negative,Rarely,False,False,3.0,Envious,0.5,74.73333333333333,1-2h
SUR01243,USR04210,2023-07-19,5.0,8.0,5.0,7.0,4.0,10.0,7.0,Neutral,Sometimes,False,True,4.0,Happy,0.9,57.0,<1h
SUR01244,USR00522,2023-07-26,4.0,4.0,5.0,,10.0,6.0,6.0,Negative,Rarely,False,False,8.0,Depressed,0.4,86.5,1-2h
SUR01245,USR00481,2023-08-06,4.0,5.0,,5.0,7.0,7.0,2.0,Negative,Sometimes,False,False,3.0,Happy,0.7,93.24,1-2h
SUR01246,USR00709,2023-08-28,5.0,3.0,6.0,6.0,3.0,,6.0,Positive,Often,False,True,4.0,Neutral,2.7,70.7,1-2h
SUR01247,USR02654,2023-11-22,6.0,9.0,3.0,1.0,,3.0,,Very Negative,Rarely,False,False,6.0,Anxious,1.2,155.4,2-4h
SUR01248,USR00926,2023-09-22,7.0,4.0,3.0,5.0,7.0,8.0,4.0,Negative,Sometimes,False,True,2.0,Excited,2.5,50.775000000000006,<1h
SUR01249,USR04998,2023-06-15,5.0,2.0,4.0,2.0,6.0,3.0,6.0,Positive,Sometimes,False,False,5.0,Envious,2.0,35.3,<1h
SUR01250,USR02805,2023-10-08,4.0,1.0,7.0,2.0,2.0,8.0,3.0,Neutral,Sometimes,False,True,6.0,Anxious,1.8,93.91666666666667,1-2h
SUR01251,USR01914,2023-11-19,4.0,3.0,2.0,8.0,6.0,4.0,4.0,Very Positive,Often,True,False,10.0,Envious,2.0,51.93333333333334,<1h
SUR01252,USR04119,2023-06-19,6.0,7.0,4.0,4.0,6.0,6.0,3.0,Negative,Sometimes,False,False,5.0,Motivated,4.0,25.6,<1h
SUR01253,USR04408,2023-06-19,2.0,5.0,8.0,7.0,7.0,8.0,7.0,Very Negative,Sometimes,False,False,9.0,Excited,1.2,22.633333333333336,<1h
SUR01254,USR01649,2023-09-30,6.0,1.0,4.0,4.0,8.0,5.0,5.0,Positive,Rarely,False,True,3.0,Depressed,3.9,87.2,1-2h
SUR01255,USR01722,2023-08-31,3.0,10.0,7.0,4.0,3.0,7.0,8.0,Positive,Sometimes,False,False,9.0,,1.9,30.233333333333334,<1h
SUR01256,USR04289,2023-10-30,3.0,1.0,6.0,6.0,9.0,6.0,7.0,Negative,Sometimes,False,False,10.0,Anxious,3.0,105.5,1-2h
SUR01257,USR04492,2023-09-05,4.0,6.0,2.0,4.0,9.0,10.0,,Very Negative,Always,True,False,5.0,Anxious,2.4,126.54,2-4h
SUR01258,USR02733,2023-09-13,3.0,7.0,5.0,5.0,4.0,8.0,5.0,,Sometimes,False,False,8.0,Depressed,0.0,12.1,<1h
SUR01259,USR02600,2023-06-23,3.0,4.0,8.0,7.0,6.0,2.0,5.0,Positive,Often,False,True,10.0,Motivated,3.9,110.67999999999999,1-2h
SUR01260,USR01224,2023-11-28,7.0,,5.0,4.0,2.0,7.0,7.0,Neutral,Sometimes,False,True,6.0,Motivated,2.9,63.1,1-2h
SUR01261,USR04977,2023-08-14,2.0,1.0,6.0,6.0,3.0,6.0,5.0,Neutral,Sometimes,False,False,9.0,Happy,2.3,21.7,<1h
SUR01262,USR01079,2023-08-18,5.0,3.0,5.0,4.0,6.0,4.0,7.0,Positive,Often,True,False,5.0,Motivated,0.8,61.65,1-2h
SUR01263,USR04605,2023-11-16,6.0,9.0,6.0,6.0,,3.0,7.0,Negative,Rarely,False,False,9.0,,1.1,40.8,<1h
SUR01264,USR02328,2023-09-17,4.0,6.0,4.0,3.0,5.0,2.0,6.0,Negative,Sometimes,True,True,0.0,Anxious,0.2,138.3,2-4h
SUR01265,USR03427,2023-09-08,8.0,6.0,5.0,8.0,5.0,7.0,5.0,Negative,Rarely,False,True,7.0,Depressed,1.8,46.875,<1h
SUR01266,USR01565,2023-09-04,7.0,1.0,6.0,5.0,3.0,6.0,5.0,Negative,Often,False,False,2.0,Inspired,3.7,54.29999999999999,<1h
SUR01267,USR00023,2023-10-11,4.0,4.0,3.0,5.0,5.0,8.0,6.0,Negative,Rarely,False,True,6.0,Anxious,2.4,84.46666666666667,1-2h
SUR01268,USR01577,2023-11-18,7.0,5.0,2.0,2.0,3.0,5.0,8.0,Negative,Often,True,True,4.0,Happy,3.4,92.65,1-2h
SUR01269,USR02004,2023-08-08,6.0,2.0,8.0,2.0,4.0,4.0,9.0,Neutral,Always,False,False,2.0,,0.4,90.64000000000001,1-2h
SUR01270,USR00508,2023-10-28,4.0,10.0,6.0,5.0,8.0,6.0,6.0,Very Negative,Often,False,True,0.0,,3.0,100.88,1-2h
SUR01271,USR04993,2023-06-16,5.0,10.0,4.0,8.0,7.0,6.0,4.0,Neutral,Sometimes,True,False,3.0,Anxious,0.2,39.0,<1h
SUR01272,USR01121,2023-10-13,5.0,4.0,,6.0,6.0,4.0,6.0,Positive,Often,False,,6.0,Depressed,0.4,60.46,1-2h
SUR01273,USR00270,2023-11-25,6.0,7.0,5.0,7.0,5.0,5.0,7.0,Negative,Sometimes,False,False,7.0,Depressed,1.5,64.2,1-2h
SUR01274,USR02153,2023-11-03,6.0,,6.0,1.0,5.0,5.0,6.0,Negative,Always,True,True,4.0,Happy,3.1,113.35,1-2h
SUR01275,USR02232,2023-08-29,6.0,5.0,3.0,6.0,4.0,5.0,6.0,Neutral,Sometimes,False,,5.0,Envious,1.8,131.83333333333334,2-4h
SUR01276,USR03331,2023-09-29,6.0,3.0,9.0,4.0,5.0,8.0,6.0,Very Positive,Often,False,False,8.0,Anxious,0.7,69.86666666666666,1-2h
SUR01277,USR03217,2023-07-02,9.0,6.0,4.0,1.0,6.0,9.0,6.0,Positive,Rarely,False,True,7.0,Neutral,0.2,147.5,2-4h
SUR01278,USR03015,2023-06-13,4.0,3.0,5.0,5.0,6.0,2.0,4.0,Positive,Sometimes,True,False,3.0,Neutral,2.4,67.12,1-2h
SUR01279,USR00227,2023-10-02,5.0,5.0,3.0,2.0,4.0,7.0,4.0,Positive,Always,,True,10.0,Excited,1.7,81.525,1-2h
SUR01280,USR04906,2023-06-12,5.0,2.0,5.0,5.0,3.0,2.0,5.0,Positive,Sometimes,True,True,9.0,Neutral,1.2,92.10000000000001,1-2h
SUR01281,USR03333,2023-09-07,5.0,6.0,4.0,9.0,4.0,5.0,6.0,Neutral,Always,False,True,1.0,Happy,0.0,94.95,1-2h
SUR01282,USR00690,2023-06-30,6.0,7.0,4.0,6.0,9.0,7.0,3.0,Positive,Often,False,True,2.0,Motivated,2.8,74.05,1-2h
SUR01283,USR04952,2023-06-25,6.0,2.0,4.0,4.0,5.0,3.0,6.0,Neutral,Rarely,True,True,5.0,Envious,3.5,56.459999999999994,<1h
SUR01284,USR04664,2023-08-05,7.0,8.0,4.0,3.0,7.0,6.0,7.0,Positive,Sometimes,False,False,8.0,Neutral,0.6,66.06,1-2h
SUR01285,USR02632,2023-06-04,6.0,5.0,7.0,8.0,7.0,5.0,2.0,Negative,Rarely,True,True,10.0,,3.1,51.75,<1h
SUR01286,USR02326,2023-07-16,8.0,7.0,2.0,4.0,6.0,5.0,2.0,Neutral,Rarely,True,True,5.0,Inspired,1.7,68.18333333333334,1-2h
SUR01287,USR00714,2023-07-13,9.0,5.0,4.0,6.0,6.0,7.0,8.0,Negative,Sometimes,,False,5.0,Neutral,1.4,49.6,<1h
SUR01288,USR00397,2023-11-16,4.0,3.0,7.0,5.0,4.0,4.0,2.0,Neutral,Often,False,True,0.0,Anxious,2.4,92.53333333333332,1-2h
SUR01289,USR03003,2023-07-25,8.0,5.0,5.0,7.0,6.0,3.0,4.0,Positive,Often,False,False,4.0,Envious,3.9,102.1,1-2h
SUR01290,USR00047,2023-11-11,6.0,7.0,3.0,1.0,6.0,7.0,8.0,Very Negative,Always,False,False,5.0,Neutral,0.4,60.1,1-2h
SUR01291,USR02811,2023-08-26,6.0,3.0,7.0,4.0,5.0,4.0,5.0,Neutral,Often,False,True,8.0,Envious,3.2,142.625,2-4h
SUR01292,USR02591,2023-10-29,9.0,,4.0,4.0,6.0,7.0,6.0,Very Positive,Sometimes,False,False,1.0,Happy,2.5,,
SUR01293,USR04104,2023-09-15,8.0,5.0,10.0,4.0,10.0,4.0,6.0,Very Positive,Often,False,False,3.0,Excited,2.5,58.1,<1h
SUR01294,USR02084,2023-06-03,8.0,3.0,2.0,10.0,7.0,7.0,4.0,Very Negative,Rarely,,False,10.0,,3.9,47.300000000000004,<1h
SUR01295,USR03237,2023-09-05,2.0,4.0,6.0,7.0,4.0,6.0,3.0,Very Positive,Sometimes,True,True,1.0,Inspired,2.9,75.48333333333333,1-2h
SUR01296,USR02548,2023-08-29,6.0,2.0,6.0,4.0,6.0,9.0,5.0,Negative,Rarely,True,True,2.0,Neutral,0.0,40.5,<1h
SUR01297,USR03973,2023-10-12,6.0,2.0,7.0,,6.0,5.0,5.0,Positive,Often,False,True,-1.0,Envious,1.8,252.6,4-8h
SUR01298,USR04344,2023-08-25,8.0,3.0,,1.0,4.0,7.0,6.0,Positive,Always,False,True,7.0,Depressed,1.8,70.44,1-2h
SUR01299,USR01451,2023-08-30,6.0,6.0,3.0,4.0,5.0,3.0,5.0,Negative,Rarely,False,False,8.0,Anxious,2.0,57.900000000000006,<1h
SUR01300,USR03113,2023-07-15,3.0,3.0,7.0,4.0,5.0,5.0,6.0,Negative,Often,False,False,7.0,Neutral,1.1,106.23333333333333,1-2h
SUR01301,USR04221,2023-07-16,4.0,3.0,4.0,5.0,10.0,4.0,4.0,Neutral,Often,False,False,8.0,Anxious,2.6,60.349999999999994,1-2h
SUR01302,USR01992,2023-10-29,2.0,8.0,8.0,5.0,6.0,4.0,5.0,Negative,Sometimes,False,False,6.0,Envious,0.4,53.2125,<1h
SUR01303,USR03705,2023-09-01,7.0,4.0,7.0,6.0,6.0,5.0,,Neutral,Often,False,True,6.0,Anxious,0.8,52.71666666666667,<1h
SUR01304,USR01199,2023-06-06,2.0,5.0,2.0,6.0,5.0,7.0,5.0,,Often,False,True,10.0,Envious,2.4,108.475,1-2h
SUR01305,USR04555,2023-10-31,6.0,8.0,9.0,3.0,7.0,5.0,8.0,Very Positive,Always,False,False,0.0,Happy,2.1,37.0,<1h
SUR01306,USR00188,2023-11-19,3.0,3.0,7.0,2.0,5.0,6.0,9.0,Very Negative,Sometimes,False,True,6.0,Anxious,0.4,32.5,<1h
SUR01307,USR04852,2023-08-17,7.0,6.0,5.0,7.0,10.0,7.0,6.0,Negative,Sometimes,False,False,4.0,Envious,2.0,37.95,<1h
SUR01308,USR04917,2023-08-13,,3.0,6.0,4.0,3.0,4.0,6.0,Positive,,False,False,8.0,Neutral,0.7,96.05,1-2h
SUR01309,USR00328,2023-07-25,6.0,5.0,,1.0,5.0,7.0,7.0,Neutral,Sometimes,False,False,9.0,Inspired,1.7,58.975,<1h
SUR01310,USR00849,2023-09-20,5.0,1.0,8.0,6.0,6.0,9.0,7.0,Negative,Rarely,True,True,4.0,Inspired,3.7,120.44999999999999,2-4h
SUR01311,USR04604,2023-06-05,2.0,6.0,4.0,2.0,5.0,4.0,5.0,Neutral,Never,False,False,8.0,Neutral,2.6,76.56666666666668,1-2h
SUR01312,USR02381,2023-08-09,7.0,6.0,3.0,5.0,7.0,2.0,8.0,Positive,Often,False,True,8.0,Excited,0.4,125.1,2-4h
SUR01313,USR00210,2023-10-15,8.0,7.0,4.0,4.0,10.0,5.0,6.0,Very Negative,Often,False,True,5.0,Happy,1.5,88.35,1-2h
SUR01314,USR01504,2023-10-10,6.0,3.0,5.0,1.0,9.0,6.0,9.0,Negative,Rarely,False,False,9.0,Neutral,3.3,56.29999999999999,<1h
SUR01315,USR01230,2023-08-13,7.0,5.0,7.0,7.0,6.0,5.0,8.0,Positive,Always,False,False,2.0,,2.4,28.533333333333335,<1h
SUR01316,USR00101,2023-10-15,5.0,8.0,4.0,6.0,9.0,7.0,6.0,Positive,Often,True,True,1.0,Happy,3.6,54.425,<1h
SUR01317,USR00510,2023-11-16,3.0,4.0,4.0,5.0,5.0,4.0,5.0,Neutral,,False,False,5.0,Neutral,2.5,62.31666666666666,1-2h
SUR01318,USR03222,2023-11-27,6.0,5.0,7.0,1.0,6.0,5.0,5.0,Negative,Never,False,True,1.0,Motivated,2.3,130.33333333333334,2-4h
SUR01319,USR03759,2023-11-21,8.0,6.0,4.0,8.0,7.0,4.0,9.0,Positive,Never,False,False,5.0,Motivated,0.7,98.875,1-2h
SUR01320,USR04575,2023-09-10,7.0,4.0,6.0,6.0,9.0,8.0,7.0,Positive,Always,False,True,4.0,Envious,3.5,53.17142857142857,<1h
SUR01321,USR00246,2023-06-17,8.0,6.0,4.0,4.0,4.0,7.0,1.0,Positive,Never,False,False,3.0,Inspired,1.2,61.65,1-2h
SUR01322,USR02927,2023-10-15,10.0,1.0,5.0,3.0,6.0,9.0,6.0,Neutral,Sometimes,True,False,2.0,Anxious,3.2,100.11999999999999,1-2h
SUR01323,USR04060,2023-06-28,9.0,4.0,5.0,5.0,6.0,3.0,4.0,Positive,Sometimes,True,False,4.0,Inspired,0.6,76.1,1-2h
SUR01324,USR04606,2023-10-05,3.0,7.0,2.0,,4.0,9.0,2.0,Positive,Rarely,False,True,4.0,Motivated,3.4,53.3,<1h
SUR01325,USR01547,2023-08-12,3.0,6.0,4.0,6.0,6.0,3.0,4.0,Positive,Sometimes,False,False,-1.0,Happy,2.4,112.0,1-2h
SUR01326,USR02899,2023-08-22,7.0,4.0,8.0,4.0,7.0,9.0,9.0,Very Positive,Sometimes,False,True,3.0,Anxious,2.5,12.1,<1h
SUR01327,USR03645,2023-09-21,6.0,7.0,6.0,1.0,5.0,5.0,3.0,Positive,Sometimes,False,False,6.0,Envious,3.6,48.8,<1h
SUR01328,USR02906,2023-08-20,6.0,3.0,4.0,3.0,6.0,8.0,7.0,Positive,Sometimes,False,False,9.0,Envious,3.5,46.6,<1h
SUR01329,USR04796,2023-09-21,8.0,8.0,4.0,5.0,5.0,3.0,6.0,Neutral,Never,False,True,2.0,Neutral,0.7,55.714285714285715,<1h
SUR01330,USR04809,2023-09-12,6.0,5.0,7.0,9.0,4.0,6.0,4.0,Neutral,Sometimes,False,False,2.0,Neutral,3.4,89.26666666666667,1-2h
SUR01331,USR00409,2023-10-12,6.0,2.0,7.0,2.0,5.0,5.0,6.0,Neutral,Always,True,True,5.0,,1.8,63.02,1-2h
SUR01332,USR01689,2023-07-04,6.0,5.0,7.0,3.0,3.0,4.0,6.0,Positive,Sometimes,False,True,1.0,Happy,0.3,28.0,<1h
SUR01333,USR03796,2023-09-19,5.0,6.0,4.0,6.0,7.0,4.0,4.0,Neutral,Rarely,False,True,0.0,Happy,2.6,177.70000000000002,2-4h
SUR01334,USR01141,2023-11-14,8.0,2.0,6.0,2.0,7.0,5.0,6.0,Positive,Rarely,False,False,9.0,Excited,3.6,55.449999999999996,<1h
SUR01335,USR00103,2023-07-25,2.0,3.0,7.0,3.0,5.0,2.0,4.0,Positive,Sometimes,False,True,9.0,Inspired,3.2,92.55,1-2h
SUR01336,USR01922,2023-09-20,,5.0,7.0,4.0,10.0,4.0,4.0,Very Positive,Sometimes,False,False,6.0,Neutral,3.5,104.78571428571429,1-2h
SUR01337,USR01641,2023-11-01,8.0,7.0,8.0,4.0,2.0,,5.0,Neutral,Often,False,True,5.0,Depressed,3.8,100.0,1-2h
SUR01338,USR04466,2023-11-26,4.0,3.0,6.0,2.0,,7.0,3.0,Positive,Sometimes,False,False,6.0,,1.1,145.83333333333334,2-4h
SUR01339,USR01544,2023-11-21,6.0,4.0,5.0,9.0,4.0,6.0,4.0,Very Positive,Rarely,False,False,10.0,Motivated,0.1,80.60000000000001,1-2h
SUR01340,USR02967,2023-06-04,5.0,6.0,6.0,7.0,7.0,7.0,6.0,Neutral,Often,False,True,8.0,Happy,0.5,43.25,<1h
SUR01341,USR04149,2023-11-10,3.0,10.0,7.0,4.0,4.0,7.0,,Positive,Rarely,False,True,5.0,Neutral,2.5,19.9,<1h
SUR01342,USR04056,2023-06-10,4.0,5.0,1.0,5.0,7.0,10.0,6.0,Very Positive,Sometimes,True,True,0.0,Happy,0.5,108.25,1-2h
SUR01343,USR00559,2023-10-08,3.0,9.0,8.0,3.0,5.0,9.0,4.0,Neutral,Often,False,False,8.0,Anxious,3.9,34.25,<1h
SUR01344,USR03921,2023-10-27,6.0,1.0,4.0,6.0,,1.0,6.0,Positive,Often,False,False,9.0,Anxious,1.4,156.0,2-4h
SUR01345,USR00651,2023-11-16,7.0,6.0,5.0,3.0,7.0,4.0,5.0,Very Positive,Always,False,False,3.0,Motivated,0.8,38.8,<1h
SUR01346,USR01605,2023-09-30,6.0,2.0,4.0,4.0,8.0,8.0,5.0,Neutral,Rarely,False,False,6.0,Motivated,0.9,62.1,1-2h
SUR01347,USR02508,2023-07-30,,8.0,7.0,5.0,6.0,2.0,7.0,Neutral,Rarely,False,,1.0,Depressed,3.3,46.942857142857136,<1h
SUR01348,USR00083,2023-11-13,6.0,5.0,3.0,5.0,8.0,8.0,3.0,Positive,Often,False,False,0.0,Depressed,3.7,149.55,2-4h
SUR01349,USR00653,2023-06-13,9.0,3.0,2.0,5.0,4.0,,6.0,Neutral,Rarely,True,False,3.0,Depressed,0.2,95.73333333333333,1-2h
SUR01350,USR01115,2023-07-27,2.0,8.0,4.0,6.0,7.0,9.0,8.0,Positive,Rarely,False,True,10.0,Depressed,1.4,56.01111111111111,<1h
